Game Turn, Initiator, Recipient, Action, Details, Mayhem, Visibility
61, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  360.5, 0
61, 2, 4, Deal Closed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  360.5, 0
61, 4, 2, Deal Rejected, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  360.5, 0
61, 5, 13, Gave Influence, ,  363.5, 0
61, 8, 20, Gave Influence, ,  364.5, 0
62, 5, 0, Deal Proposed, 4 RESOURCE_HORSES for 0 turns from 0 to 5; 0 Open Borders for 30 turns from 5 to 0; 2 Gold for 30 turns from 5 to 0; ,  371.5, 0
63, 5, 4, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 5 Gold for 30 turns from 5 to 4; ,  382.5, 0
63, 4, 5, Deal Closed, 20 RESOURCE_HORSES for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 1 Gold for 0 turns from 5 to 4; 8 Gold for 30 turns from 5 to 4; ,  382.5, 0
63, 5, 4, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 1 Gold for 0 turns from 5 to 4; 8 Gold for 30 turns from 5 to 4; ,  382.5, 0
63, 4, 5, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 1 Gold for 0 turns from 5 to 4; 8 Gold for 30 turns from 5 to 4; ,  382.5, 0
64, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  397.5, 0
64, 2, 4, Deal Closed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  397.5, 0
64, 4, 2, Deal Rejected, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  397.5, 0
64, 8, 6, Delegation, ,  399.0, 0
65, 11, 4, Peace, ,  411.5, 0
65, 11, 10, Peace, ,  411.5, 0
65, 4, 11, Gave Influence, ,  411.5, 0
65, 5, 2, Deal Proposed, 27 Favor for 0 turns from 2 to 5; 0 Open Borders for 30 turns from 2 to 5; 20 RESOURCE_IRON for 0 turns from 5 to 2; 10 Gold for 0 turns from 5 to 2; 1 Gold for 30 turns from 5 to 2; ,  412.0, 1
65, 5, 2, Deal Closed, 27 Favor for 0 turns from 2 to 5; 0 Open Borders for 30 turns from 2 to 5; 20 RESOURCE_IRON for 0 turns from 5 to 2; 10 Gold for 0 turns from 5 to 2; 1 Gold for 30 turns from 5 to 2; ,  412.0, 1
65, 2, 5, Deal Rejected, 27 Favor for 0 turns from 2 to 5; 0 Open Borders for 30 turns from 2 to 5; 20 RESOURCE_IRON for 0 turns from 5 to 2; 10 Gold for 0 turns from 5 to 2; 1 Gold for 30 turns from 5 to 2; ,  412.0, 1
65, 6, 23, Gave Influence, ,  412.0, 0
65, 9, 22, Gave Influence, ,  416.0, 0
67, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  437.5, 0
67, 2, 4, Deal Closed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  437.5, 0
67, 4, 2, Deal Rejected, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  437.5, 0
67, 5, 13, Gave Influence, ,  439.5, 0
68, 11, Team 4, Individual Declaring War on Team START, Suzerain War,  451.5
68, 11, 4, At War, Suzerain War,  451.5, 0
68, 10, Team 11, Individual Declaring War on Team START, Suzerain War,  453.5
68, 10, 11, At War, Suzerain War,  453.5, 0
68, 10, Team 11, Individual Declaring War on Team END, Suzerain War,  455.5
68, 11, Team 4, Individual Declaring War on Team END, Suzerain War,  455.5
68, 11, Team 10, Individual Declaring War on Team START, Suzerain War,  455.5
68, 11, 10, At War, Suzerain War,  455.5, 0
68, 11, Team 10, Individual Declaring War on Team END, Suzerain War,  457.5
68, 2, 11, Gave Influence, ,  457.5, 0
69, 6, 4, Denounced, ,  467.0, 0
70, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  477.0, 0
70, 2, 4, Deal Closed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  477.0, 0
70, 4, 2, Deal Rejected, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 7 Gold for 0 turns from 2 to 4; ,  477.0, 0
71, 6, 1, Deal Proposed, 11 RESOURCE_IRON for 0 turns from 1 to 6; 0 Open Borders for 30 turns from 6 to 1; 4 Gold for 0 turns from 6 to 1; 3 Gold for 30 turns from 6 to 1; ,  489.0, 1
71, 6, 1, Deal Closed, 11 RESOURCE_IRON for 0 turns from 1 to 6; 0 Open Borders for 30 turns from 6 to 1; 4 Gold for 0 turns from 6 to 1; 3 Gold for 30 turns from 6 to 1; ,  489.0, 1
71, 1, 6, Deal Rejected, 11 RESOURCE_IRON for 0 turns from 1 to 6; 0 Open Borders for 30 turns from 6 to 1; 4 Gold for 0 turns from 6 to 1; 3 Gold for 30 turns from 6 to 1; ,  489.0, 0
72, 2, 5, Deal Proposed, 14 RESOURCE_IRON for 0 turns from 5 to 2; 4 RESOURCE_HORSES for 0 turns from 5 to 2; 0 Open Borders for 30 turns from 2 to 5; 19 Gold for 30 turns from 2 to 5; ,  497.5, 1
72, 2, 5, Deal Closed, 14 RESOURCE_IRON for 0 turns from 5 to 2; 4 RESOURCE_HORSES for 0 turns from 5 to 2; 0 Open Borders for 30 turns from 2 to 5; 19 Gold for 30 turns from 2 to 5; ,  497.5, 1
72, 5, 2, Deal Rejected, 14 RESOURCE_IRON for 0 turns from 5 to 2; 4 RESOURCE_HORSES for 0 turns from 5 to 2; 0 Open Borders for 30 turns from 2 to 5; 19 Gold for 30 turns from 2 to 5; ,  497.5, 1
72, 5, 6, Met, ,  505.5, 0
72, 6, 5, Met, ,  505.5, 0
72, 6, 5, Deal Proposed, 14 RESOURCE_IRON for 0 turns from 5 to 6; 4 RESOURCE_HORSES for 0 turns from 5 to 6; 0 Open Borders for 30 turns from 6 to 5; 8 Gold for 30 turns from 6 to 5; ,  505.5, 0
72, 6, 5, Deal Closed, 14 RESOURCE_IRON for 0 turns from 5 to 6; 4 RESOURCE_HORSES for 0 turns from 5 to 6; 0 Open Borders for 30 turns from 6 to 5; 8 Gold for 30 turns from 6 to 5; ,  505.5, 0
72, 5, 6, Deal Rejected, 14 RESOURCE_IRON for 0 turns from 5 to 6; 4 RESOURCE_HORSES for 0 turns from 5 to 6; 0 Open Borders for 30 turns from 6 to 5; 8 Gold for 30 turns from 6 to 5; ,  505.5, 0
73, 2, 4, Deal Proposed, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 6 Gold for 0 turns from 2 to 4; 3 Gold for 30 turns from 2 to 4; ,  513.0, 0
73, 4, 2, Deal Accepted, 0 Peace for 10 turns from 2 to 4; 0 Peace for 10 turns from 4 to 2; 6 Gold for 0 turns from 2 to 4; 3 Gold for 30 turns from 2 to 4; ,  513.0, 0
73, 2, 4, Peace, ,  513.0, 0
73, 10, 2, Peace, ,  513.0, 0
73, 11, 4, Peace, ,  513.0, 0
73, 10, 11, Peace, ,  513.0, 0
73, 4, 8, Met, ,  513.0, 0
73, 8, 4, Met, ,  513.0, 0
73, 7, 16, Gave Influence, ,  514.5, 0
73, 8, 4, Deal Proposed, 20 RESOURCE_HORSES for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 1 Gold for 0 turns from 8 to 4; 6 Gold for 30 turns from 8 to 4; ,  514.5, 0
73, 4, 8, Deal Closed, 20 RESOURCE_HORSES for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 8 Gold for 30 turns from 8 to 4; ,  514.5, 0
73, 8, 4, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 8 Gold for 30 turns from 8 to 4; ,  514.5, 0
73, 4, 8, Deal Rejected, 20 RESOURCE_HORSES for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 8 Gold for 30 turns from 8 to 4; ,  514.5, 0
74, 5, 4, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 4 to 5; 1 RESOURCE_SUGAR for 30 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 6 Gold for 0 turns from 5 to 4; 7 Gold for 30 turns from 5 to 4; ,  520.0, 0
74, 4, 5, Deal Closed, 20 RESOURCE_IRON for 0 turns from 4 to 5; 1 RESOURCE_SUGAR for 30 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 6 Gold for 0 turns from 5 to 4; 12 Gold for 30 turns from 5 to 4; ,  520.0, 0
74, 5, 4, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 4 to 5; 1 RESOURCE_SUGAR for 30 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 6 Gold for 0 turns from 5 to 4; 12 Gold for 30 turns from 5 to 4; ,  520.0, 0
74, 4, 5, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 4 to 5; 1 RESOURCE_SUGAR for 30 turns from 4 to 5; 0 Open Borders for 30 turns from 5 to 4; 6 Gold for 0 turns from 5 to 4; 12 Gold for 30 turns from 5 to 4; ,  520.0, 0
74, 6, 10, Gave Influence, ,  520.0, 0
74, 6, 10, Gave Influence, ,  520.0, 0
74, 18, 14, Met, ,  523.5, 0
74, 14, 18, Met, ,  523.5, 0
75, 5, 10, Gave Influence, ,  528.5, 0
75, 5, 17, Met, ,  528.5, 0
75, 17, 5, Met, ,  528.5, 0
75, 20, 1, Met, ,  530.5, 0
75, 1, 20, Met, ,  530.5, 0
77, 8, 4, Delegation, ,  548.5, 0
77, 22, 24, Met, ,  550.0, 0
77, 24, 22, Met, ,  550.0, 0
78, 1, 5, Met, ,  553.0, 0
78, 5, 1, Met, ,  553.0, 0
78, 6, 8, Delegation, ,  553.5, 0
79, 2, 10, Gave Influence, ,  559.0, 0
79, 4, 8, Delegation, ,  559.5, 0
79, 5, 1, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 5 to 1; 10 Gold for 0 turns from 5 to 1; 4 Gold for 30 turns from 5 to 1; ,  559.5, 0
79, 5, 1, Deal Closed, 20 RESOURCE_IRON for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 5 to 1; 10 Gold for 0 turns from 5 to 1; 4 Gold for 30 turns from 5 to 1; ,  559.5, 0
79, 1, 5, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 5 to 1; 10 Gold for 0 turns from 5 to 1; 4 Gold for 30 turns from 5 to 1; ,  559.5, 0
80, 1, 5, Deal Proposed, 4 RESOURCE_HORSES for 0 turns from 5 to 1; 0 Open Borders for 30 turns from 1 to 5; 5 Gold for 0 turns from 1 to 5; 1 Gold for 30 turns from 1 to 5; ,  564.0, 0
80, 1, 5, Deal Closed, 4 RESOURCE_HORSES for 0 turns from 5 to 1; 0 Open Borders for 30 turns from 1 to 5; 5 Gold for 0 turns from 1 to 5; 1 Gold for 30 turns from 1 to 5; ,  564.0, 0
80, 5, 1, Deal Rejected, 4 RESOURCE_HORSES for 0 turns from 5 to 1; 0 Open Borders for 30 turns from 1 to 5; 5 Gold for 0 turns from 1 to 5; 1 Gold for 30 turns from 1 to 5; ,  564.0, 0
80, 4, 20, Met, ,  564.5, 0
80, 20, 4, Met, ,  564.5, 0
80, 5, 8, Met, ,  564.5, 0
80, 8, 5, Met, ,  564.5, 0
81, 7, 5, Met, ,  571.0, 0
81, 5, 7, Met, ,  571.0, 0
81, 8, 5, Deal Proposed, 10 RESOURCE_IRON for 0 turns from 5 to 8; 4 RESOURCE_HORSES for 0 turns from 5 to 8; 0 Open Borders for 30 turns from 8 to 5; 6 Gold for 30 turns from 8 to 5; ,  571.0, 0
81, 8, 5, Deal Closed, 10 RESOURCE_IRON for 0 turns from 5 to 8; 4 RESOURCE_HORSES for 0 turns from 5 to 8; 0 Open Borders for 30 turns from 8 to 5; 6 Gold for 30 turns from 8 to 5; ,  571.0, 0
81, 5, 8, Deal Rejected, 10 RESOURCE_IRON for 0 turns from 5 to 8; 4 RESOURCE_HORSES for 0 turns from 5 to 8; 0 Open Borders for 30 turns from 8 to 5; 6 Gold for 30 turns from 8 to 5; ,  571.0, 0
82, 0, 15, Met, ,  578.5, 0
82, 15, 0, Met, ,  578.5, 0
82, 7, 5, Deal Proposed, 14 RESOURCE_IRON for 0 turns from 5 to 7; 4 RESOURCE_HORSES for 0 turns from 5 to 7; 0 Open Borders for 30 turns from 7 to 5; 8 Gold for 0 turns from 7 to 5; 6 Gold for 30 turns from 7 to 5; ,  580.0, 0
82, 7, 5, Deal Closed, 14 RESOURCE_IRON for 0 turns from 5 to 7; 4 RESOURCE_HORSES for 0 turns from 5 to 7; 0 Open Borders for 30 turns from 7 to 5; 8 Gold for 0 turns from 7 to 5; 6 Gold for 30 turns from 7 to 5; ,  580.0, 0
82, 5, 7, Deal Rejected, 14 RESOURCE_IRON for 0 turns from 5 to 7; 4 RESOURCE_HORSES for 0 turns from 5 to 7; 0 Open Borders for 30 turns from 7 to 5; 8 Gold for 0 turns from 7 to 5; 6 Gold for 30 turns from 7 to 5; ,  580.0, 0
83, 2, 18, Met, ,  587.5, 0
83, 18, 2, Met, ,  587.5, 0
84, 2, 4, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 4 to 2; 20 RESOURCE_HORSES for 0 turns from 4 to 2; 1 RESOURCE_SUGAR for 30 turns from 4 to 2; 0 GreatWork for 0 turns from 2 to 4; 0 Open Borders for 30 turns from 2 to 4; 12 Gold for 30 turns from 2 to 4; ,  593.5, 0
84, 4, 2, Deal Accepted, 20 RESOURCE_IRON for 0 turns from 4 to 2; 20 RESOURCE_HORSES for 0 turns from 4 to 2; 1 RESOURCE_SUGAR for 30 turns from 4 to 2; 0 GreatWork for 0 turns from 2 to 4; 0 Open Borders for 30 turns from 2 to 4; 12 Gold for 30 turns from 2 to 4; ,  593.5, 0
84, 5, Team 14, Individual Declaring War on Team START, Surprise,  595.5
84, 5, 14, At War, Surprise,  595.5, 0
84, 18, Team 14, Individual Declaring War on Team START, Suzerain War,  599.5
84, 18, 14, At War, Suzerain War,  599.5, 0
84, 18, Team 14, Individual Declaring War on Team END, Suzerain War,  601.5
84, 5, Team 14, Individual Declaring War on Team END, Surprise,  601.5
84, 6, 1, Deal Proposed, 4 RESOURCE_HORSES for 0 turns from 1 to 6; 0 Open Borders for 30 turns from 6 to 1; 2 Gold for 30 turns from 6 to 1; ,  601.5, 1
84, 6, 1, Deal Closed, 4 RESOURCE_HORSES for 0 turns from 1 to 6; 0 Open Borders for 30 turns from 6 to 1; 2 Gold for 30 turns from 6 to 1; ,  601.5, 1
84, 1, 6, Deal Rejected, 4 RESOURCE_HORSES for 0 turns from 1 to 6; 0 Open Borders for 30 turns from 6 to 1; 2 Gold for 30 turns from 6 to 1; ,  601.5, 0
84, 6, 14, Met, ,  601.5, 0
84, 14, 6, Met, ,  601.5, 0
85, 0, 24, Met, ,  611.0, 0
85, 24, 0, Met, ,  611.0, 0
85, 4, 5, Deal Proposed, 10 RESOURCE_HORSES for 0 turns from 5 to 4; 0 Open Borders for 30 turns from 4 to 5; 16 Gold for 0 turns from 4 to 5; ,  612.5, 0
85, 4, 5, Deal Closed, 10 RESOURCE_HORSES for 0 turns from 5 to 4; 0 Open Borders for 30 turns from 4 to 5; 16 Gold for 0 turns from 4 to 5; ,  612.5, 0
85, 5, 4, Deal Rejected, 10 RESOURCE_HORSES for 0 turns from 5 to 4; 0 Open Borders for 30 turns from 4 to 5; 16 Gold for 0 turns from 4 to 5; ,  612.5, 0
85, 8, 5, Delegation, ,  613.0, 0
86, 8, 1, Promise Made, Convert Cities,  622.0, 1
86, 5, 4, Delegation, ,  622.5, 1
86, 0, 6, Met, ,  622.5, 0
86, 6, 0, Met, ,  622.5, 0
87, 6, 2, Deal Proposed, 15 RESOURCE_IRON for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 6 to 2; 4 Gold for 30 turns from 6 to 2; ,  631.5, 0
87, 6, 2, Deal Closed, 15 RESOURCE_IRON for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 6 to 2; 4 Gold for 30 turns from 6 to 2; ,  631.5, 0
87, 2, 6, Deal Rejected, 15 RESOURCE_IRON for 0 turns from 2 to 6; 0 Open Borders for 30 turns from 6 to 2; 4 Gold for 30 turns from 6 to 2; ,  631.5, 0
87, 6, 14, Gave Influence, ,  631.5, 0
87, 6, 14, Gave Influence, ,  631.5, 0
88, 3, 9, Met, ,  639.0, 0
88, 9, 3, Met, ,  639.0, 0
88, 6, 0, Deal Proposed, 1 RESOURCE_IVORY for 30 turns from 0 to 6; 24 Favor for 0 turns from 0 to 6; 0 Open Borders for 30 turns from 6 to 0; 15 Gold for 30 turns from 6 to 0; ,  640.0, 0
88, 8, 1, Promise Broken, Convert Cities,  640.0, 1
88, 8, 6, Deal Proposed, 4 RESOURCE_IRON for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 9 Gold for 0 turns from 8 to 6; ,  640.0, 1
88, 8, 6, Deal Closed, 4 RESOURCE_IRON for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 9 Gold for 0 turns from 8 to 6; ,  640.0, 1
88, 6, 8, Deal Rejected, 4 RESOURCE_IRON for 0 turns from 6 to 8; 0 Open Borders for 30 turns from 8 to 6; 9 Gold for 0 turns from 8 to 6; ,  640.0, 1
88, 9, 6, Deal Proposed, 4 RESOURCE_IRON for 0 turns from 6 to 9; 0 Open Borders for 30 turns from 9 to 6; 5 Gold for 0 turns from 9 to 6; 1 Gold for 30 turns from 9 to 6; ,  640.0, 2
88, 9, 6, Deal Closed, 4 RESOURCE_IRON for 0 turns from 6 to 9; 0 Open Borders for 30 turns from 9 to 6; 5 Gold for 0 turns from 9 to 6; 1 Gold for 30 turns from 9 to 6; ,  640.0, 2
88, 6, 9, Deal Rejected, 4 RESOURCE_IRON for 0 turns from 6 to 9; 0 Open Borders for 30 turns from 9 to 6; 5 Gold for 0 turns from 9 to 6; 1 Gold for 30 turns from 9 to 6; ,  640.0, 1
88, 9, 3, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 3 to 9; 1 RESOURCE_MERCURY for 30 turns from 3 to 9; 20 RESOURCE_HORSES for 0 turns from 9 to 3; 0 Open Borders for 30 turns from 9 to 3; 7 Gold for 30 turns from 9 to 3; ,  640.0, 0
88, 9, 3, Deal Closed, 20 RESOURCE_IRON for 0 turns from 3 to 9; 1 RESOURCE_MERCURY for 30 turns from 3 to 9; 20 RESOURCE_HORSES for 0 turns from 9 to 3; 0 Open Borders for 30 turns from 9 to 3; 7 Gold for 30 turns from 9 to 3; ,  640.0, 0
88, 3, 9, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 3 to 9; 1 RESOURCE_MERCURY for 30 turns from 3 to 9; 20 RESOURCE_HORSES for 0 turns from 9 to 3; 0 Open Borders for 30 turns from 9 to 3; 7 Gold for 30 turns from 9 to 3; ,  640.0, 0
89, 1, 21, Gave Influence, ,  645.5, 0
89, 1, 12, Gave Influence, ,  645.5, 0
89, 3, 9, Delegation, ,  645.5, 0
89, 5, 7, Deal Proposed, 23 Favor for 0 turns from 7 to 5; 0 Open Borders for 30 turns from 5 to 7; 2 Gold for 0 turns from 5 to 7; 3 Gold for 30 turns from 5 to 7; ,  646.5, 1
89, 5, 7, Deal Closed, 23 Favor for 0 turns from 7 to 5; 0 Open Borders for 30 turns from 5 to 7; 2 Gold for 0 turns from 5 to 7; 3 Gold for 30 turns from 5 to 7; ,  646.5, 1
89, 7, 5, Deal Rejected, 23 Favor for 0 turns from 7 to 5; 0 Open Borders for 30 turns from 5 to 7; 2 Gold for 0 turns from 5 to 7; 3 Gold for 30 turns from 5 to 7; ,  646.5, 0
89, 6, 9, Deal Proposed, 21 Favor for 0 turns from 9 to 6; 0 Open Borders for 30 turns from 6 to 9; 5 Gold for 0 turns from 6 to 9; 3 Gold for 30 turns from 6 to 9; ,  647.5, 1
89, 6, 9, Deal Closed, 21 Favor for 0 turns from 9 to 6; 0 Open Borders for 30 turns from 6 to 9; 5 Gold for 0 turns from 6 to 9; 3 Gold for 30 turns from 6 to 9; ,  647.5, 1
89, 9, 6, Deal Rejected, 21 Favor for 0 turns from 9 to 6; 0 Open Borders for 30 turns from 6 to 9; 5 Gold for 0 turns from 6 to 9; 3 Gold for 30 turns from 6 to 9; ,  647.5, 2
89, 8, 4, Deal Proposed, 0 GreatWork for 0 turns from 4 to 8; 21 Favor for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 15 Gold for 30 turns from 8 to 4; ,  648.0, 1
89, 8, 4, Deal Closed, 0 GreatWork for 0 turns from 4 to 8; 21 Favor for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 15 Gold for 30 turns from 8 to 4; ,  648.0, 1
89, 4, 8, Deal Rejected, 0 GreatWork for 0 turns from 4 to 8; 21 Favor for 0 turns from 4 to 8; 0 Open Borders for 30 turns from 8 to 4; 15 Gold for 30 turns from 8 to 4; ,  648.0, 1
90, 0, 9, Met, ,  652.0, 0
90, 9, 0, Met, ,  652.0, 0
90, 4, 8, Deal Proposed, 30 Favor for 0 turns from 8 to 4; 0 Open Borders for 30 turns from 8 to 4; 20 RESOURCE_HORSES for 0 turns from 4 to 8; 5 Gold for 0 turns from 4 to 8; 2 Gold for 30 turns from 4 to 8; ,  653.0, 1
90, 4, 8, Deal Closed, 30 Favor for 0 turns from 8 to 4; 0 Open Borders for 30 turns from 8 to 4; 20 RESOURCE_HORSES for 0 turns from 4 to 8; 5 Gold for 0 turns from 4 to 8; 2 Gold for 30 turns from 4 to 8; ,  653.0, 1
90, 8, 4, Deal Rejected, 30 Favor for 0 turns from 8 to 4; 0 Open Borders for 30 turns from 8 to 4; 20 RESOURCE_HORSES for 0 turns from 4 to 8; 5 Gold for 0 turns from 4 to 8; 2 Gold for 30 turns from 4 to 8; ,  653.0, 1
90, 5, 1, Deal Proposed, 16 RESOURCE_HORSES for 0 turns from 1 to 5; 18 Favor for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 5 to 1; 8 Gold for 0 turns from 5 to 1; 7 Gold for 30 turns from 5 to 1; ,  653.0, 1
90, 5, 1, Deal Closed, 16 RESOURCE_HORSES for 0 turns from 1 to 5; 18 Favor for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 5 to 1; 8 Gold for 0 turns from 5 to 1; 7 Gold for 30 turns from 5 to 1; ,  653.0, 1
90, 1, 5, Deal Rejected, 16 RESOURCE_HORSES for 0 turns from 1 to 5; 18 Favor for 0 turns from 1 to 5; 0 Open Borders for 30 turns from 5 to 1; 8 Gold for 0 turns from 5 to 1; 7 Gold for 30 turns from 5 to 1; ,  653.0, 0
90, 8, 1, Deal Proposed, 20 RESOURCE_IRON for 0 turns from 1 to 8; 16 RESOURCE_HORSES for 0 turns from 1 to 8; 18 Favor for 0 turns from 1 to 8; 0 Open Borders for 30 turns from 8 to 1; 6 Gold for 0 turns from 8 to 1; 19 Gold for 30 turns from 8 to 1; ,  655.0, 1
90, 8, 1, Deal Closed, 20 RESOURCE_IRON for 0 turns from 1 to 8; 16 RESOURCE_HORSES for 0 turns from 1 to 8; 18 Favor for 0 turns from 1 to 8; 0 Open Borders for 30 turns from 8 to 1; 6 Gold for 0 turns from 8 to 1; 19 Gold for 30 turns from 8 to 1; ,  655.0, 1
90, 1, 8, Deal Rejected, 20 RESOURCE_IRON for 0 turns from 1 to 8; 16 RESOURCE_HORSES for 0 turns from 1 to 8; 18 Favor for 0 turns from 1 to 8; 0 Open Borders for 30 turns from 8 to 1; 6 Gold for 0 turns from 8 to 1; 19 Gold for 30 turns from 8 to 1; ,  655.0, 1
91, 2, 6, Deal Proposed, 6 RESOURCE_HORSES for 0 turns from 6 to 2; 0 Open Borders for 30 turns from 2 to 6; 2 Gold for 0 turns from 2 to 6; 1 Gold for 30 turns from 2 to 6; ,  661.0, 0
91, 2, 6, Deal Closed, 6 RESOURCE_HORSES for 0 turns from 6 to 2; 0 Open Borders for 30 turns from 2 to 6; 2 Gold for 0 turns from 2 to 6; 1 Gold for 30 turns from 2 to 6; ,  661.0, 0
91, 6, 2, Deal Rejected, 6 RESOURCE_HORSES for 0 turns from 6 to 2; 0 Open Borders for 30 turns from 2 to 6; 2 Gold for 0 turns from 2 to 6; 1 Gold for 30 turns from 2 to 6; ,  661.0, 0
91, 2, 4, Delegation, ,  661.0, 0
91, 4, 2, Delegation, ,  662.0, 0
91, 5, 6, Deal Proposed, 6 RESOURCE_HORSES for 0 turns from 6 to 5; 0 Open Borders for 30 turns from 5 to 6; 12 Gold for 0 turns from 5 to 6; ,  662.0, 1
91, 5, 6, Deal Closed, 6 RESOURCE_HORSES for 0 turns from 6 to 5; 0 Open Borders for 30 turns from 5 to 6; 12 Gold for 0 turns from 5 to 6; ,  662.0, 1
91, 6, 5, Deal Rejected, 6 RESOURCE_HORSES for 0 turns from 6 to 5; 0 Open Borders for 30 turns from 5 to 6; 12 Gold for 0 turns from 5 to 6; ,  662.0, 0
91, 6, 17, Gave Influence, ,  662.0, 0
91, 6, 24, Met, ,  662.0, 0
91, 24, 6, Met, ,  662.0, 0
91, 7, 19, Gave Influence, ,  662.0, 0
91, 9, 0, Deal Proposed, 24 Favor for 0 turns from 0 to 9; 0 Open Borders for 30 turns from 9 to 0; 5 Gold for 30 turns from 9 to 0; ,  662.0, 0
91, 15, 24, Met, ,  666.0, 0
91, 24, 15, Met, ,  666.0, 0
91, 3, 24, Met, ,  666.0, 0
91, 24, 3, Met, ,  666.0, 0
91, 18, 11, Met, ,  667.0, 0
91, 11, 18, Met, ,  667.0, 0
91, 4, 18, Met, ,  667.0, 0
91, 18, 4, Met, ,  667.0, 0
92, 0, 15, Gave Influence, ,  672.0, 0
92, 3, 24, Gave Influence, ,  672.0, 0
92, 3, 24, Gave Influence, ,  672.0, 0
92, 6, 13, Met, ,  678.0, 0
92, 13, 6, Met, ,  678.0, 0
93, 1, 20, Gave Influence, ,  682.5, 0
93, 15, 9, Met, ,  684.5, 0
93, 9, 15, Met, ,  684.5, 0
94, 5, 10, Gave Influence, ,  687.0, 0
94, 8, 20, Gave Influence, ,  689.0, 0
95, 6, 1, Deal Proposed, 28 Favor for 0 turns from 1 to 6; 0 Open Borders for 30 turns from 6 to 1; 5 Gold for 30 turns from 6 to 1; ,  696.5, 1
95, 6, 1, Deal Closed, 28 Favor for 0 turns from 1 to 6; 0 Open Borders for 30 turns from 6 to 1; 5 Gold for 30 turns from 6 to 1; ,  696.5, 1
95, 1, 6, Deal Rejected, 28 Favor for 0 turns from 1 to 6; 0 Open Borders for 30 turns from 6 to 1; 5 Gold for 30 turns from 6 to 1; ,  696.5, 0
96, 1, 12, Gave Influence, ,  699.5, 0
96, 1, 7, Met, ,  699.5, 0
96, 7, 1, Met, ,  699.5, 0
