Game Turn, City, Production Added, Current Item, Current Production, Production Needed, Overflow
52, LOC_CITY_NAME_MOHENJO_DARO, 4.0, BUILDING_GRANARY, 61.0, 65, 0.0
52, LOC_CITY_NAME_ANTIOCH, 3.0, UNIT_TRADER, 9.0, 59, 0.0
52, LOC_CITY_NAME_HATTUSA, 2.5, BUILDING_GRANARY, 63.5, 65, 0.0
53, LOC_CITY_NAME_LISBON_STK, 11.0, UNIT_TRADER, 28.0, 52, 0.0
53, LOC_CITY_NAME_COIMBRA, 4.0, BUILDING_GRANARY, 26.0, 65, 0.0
53, LOC_CITY_NAME_ADUATUCA, 20.0, DISTRICT_CAMPUS, 70.0, 122, 0.0
53, LOC_CITY_NAME_RATUMACOS, 5.4, BUILDING_WALLS, 56.1, 80, 0.0
53, LOC_CITY_NAME_BIBRAX, 12.9, DISTRICT_CAMPUS, 12.9, 131, 0.0
53, LOC_CITY_NAME_MBANZA_KONGO, 16.0, DISTRICT_ENTERTAINMENT_COMPLEX, 123.0, 117, 4.0
53, LOC_CITY_NAME_MBAMBA, 10.0, DISTRICT_THEATER, 32.9, 117, 0.0
53, LOC_CITY_NAME_KWANGO, 14.0, UNIT_HEAVY_CHARIOT, 58.4, 65, 0.0
53, LOC_CITY_NAME_MBANZA_MBATA, 6.0, DISTRICT_CAMPUS, 59.8, 97, 0.0
53, LOC_CITY_NAME_KINCHASSA, 8.0, UNIT_GALLEY, 14.0, 65, 0.0
53, LOC_CITY_NAME_TENOCHTITLAN, 16.0, UNIT_BUILDER, 75.7, 70, 5.7
53, LOC_CITY_NAME_TEAYO, 9.5, UNIT_SETTLER, 146.3, 170, 0.0
53, LOC_CITY_NAME_MALINALCO, 9.5, BUILDING_LIBRARY, 69.0, 90, 0.0
53, LOC_CITY_NAME_XOCHICALCO, 8.0, UNIT_GALLEY, 8.0, 65, 0.0
53, LOC_CITY_NAME_ROME, 16.0, DISTRICT_CAMPUS, 48.0, 131, 0.0
53, LOC_CITY_NAME_OSTIA, 7.6, BUILDING_ETEMENANKI, 45.6, 220, 0.0
53, LOC_CITY_NAME_RAVENNA, 14.0, UNIT_BUILDER, 28.3, 74, 0.0
53, LOC_CITY_NAME_MEDIOLANUM, 6.0, UNIT_BUILDER, 18.2, 74, 0.0
53, LOC_CITY_NAME_CUMAE, 14.0, DISTRICT_CAMPUS, 114.0, 117, 0.0
53, LOC_CITY_NAME_BABYLON_STK, 33.0, DISTRICT_THEATER, 33.0, 146, 0.0
53, LOC_CITY_NAME_ESHNUNNA, 8.0, BUILDING_MACHU_PICCHU, 40.0, 400, 0.0
53, LOC_CITY_NAME_DUR_KURIGALZU, 18.0, UNIT_BUILDER, 57.4, 66, 0.0
53, LOC_CITY_NAME_DURMUTI, 6.0, DISTRICT_CAMPUS, 58.0, 126, 0.0
53, LOC_CITY_NAME_STIRLING, 49.5, UNIT_SETTLER, 49.5, 170, 0.0
53, LOC_CITY_NAME_ROXBURGH, 11.4, BUILDING_LIBRARY, 58.1, 90, 0.0
53, LOC_CITY_NAME_CULLEN, 6.0, UNIT_GALLEY, 54.0, 65, 0.0
53, LOC_CITY_NAME_DUNDEE, 7.6, DISTRICT_CAMPUS, 22.8, 107, 0.0
53, LOC_CITY_NAME_CANBERRA, 9.5, DISTRICT_CAMPUS, 31.1, 117, 0.0
53, LOC_CITY_NAME_PERTH, 5.7, DISTRICT_CAMPUS, 94.4, 92, 2.4
53, LOC_CITY_NAME_ADELAIDE, 7.6, BUILDING_ETEMENANKI, 97.7, 220, 0.0
53, LOC_CITY_NAME_PATNA, 18.0, DISTRICT_CAMPUS, 48.8, 117, 0.0
53, LOC_CITY_NAME_DELHI, 12.0, UNIT_GALLEY, 75.6, 65, 10.6
53, LOC_CITY_NAME_MADURAI, 18.0, BUILDING_WATER_MILL, 77.1, 80, 0.0
53, LOC_CITY_NAME_MUMBAI, 6.0, DISTRICT_CAMPUS, 14.0, 117, 0.0
53, LOC_CITY_NAME_PELLA, 32.0, UNIT_BUILDER, 62.0, 62, 0.0
53, LOC_CITY_NAME_DION, 19.0, UNIT_BUILDER, 19.0, 66, 0.0
53, LOC_CITY_NAME_ALEXANDRIA_TROAS, 8.5, UNIT_SETTLER, 91.7, 170, 0.0
53, LOC_CITY_NAME_PYDNA, 5.7, UNIT_GALLEY, 55.1, 65, 0.0
53, LOC_CITY_NAME_SAMARKAND, 3.6, UNIT_TRADER, 32.1, 59, 0.0
53, LOC_CITY_NAME_AUCKLAND, 1.6, BUILDING_GRANARY, 45.4, 65, 0.0
53, LOC_CITY_NAME_MUSCAT, 2.4, BUILDING_MONUMENT, 32.7, 60, 0.0
53, LOC_CITY_NAME_GENEVA, 2.0, BUILDING_MONUMENT, 61.0, 60, 1.0
53, LOC_CITY_NAME_JOHANNESBURG, 3.5, UNIT_TRADER, 33.0, 59, 0.0
53, LOC_CITY_NAME_LISBON, 2.5, BUILDING_GRANARY, 39.0, 65, 0.0
53, LOC_CITY_NAME_BOLOGNA, 2.8, BUILDING_GRANARY, 27.5, 65, 0.0
53, LOC_CITY_NAME_KUMASI, 12.0, UNIT_SPEARMAN, 69.0, 65, 0.0
53, LOC_CITY_NAME_BRUSSELS, 3.0, BUILDING_GRANARY, 57.0, 65, 0.0
53, LOC_CITY_NAME_BANDAR_BRUNEI, 15.6, UNIT_ARCHER, 62.4, 60, 0.0
53, LOC_CITY_NAME_MOHENJO_DARO, 4.0, BUILDING_GRANARY, 65.0, 65, 0.0
53, LOC_CITY_NAME_ANTIOCH, 3.0, UNIT_TRADER, 12.0, 59, 0.0
53, LOC_CITY_NAME_HATTUSA, 2.5, BUILDING_GRANARY, 66.0, 65, 1.0
54, LOC_CITY_NAME_LISBON_STK, 13.0, UNIT_TRADER, 41.0, 52, 0.0
54, LOC_CITY_NAME_COIMBRA, 4.0, BUILDING_GRANARY, 30.0, 65, 0.0
54, LOC_CITY_NAME_ADUATUCA, 20.0, DISTRICT_CAMPUS, 90.0, 122, 0.0
54, LOC_CITY_NAME_RATUMACOS, 5.4, BUILDING_WALLS, 61.5, 80, 0.0
54, LOC_CITY_NAME_BIBRAX, 9.5, DISTRICT_CAMPUS, 22.4, 131, 0.0
54, LOC_CITY_NAME_AVARICUM, 11.4, UNIT_BUILDER, 11.4, 70, 0.0
54, LOC_CITY_NAME_MBANZA_KONGO, 20.0, BUILDING_LIBRARY, 20.0, 90, 0.0
54, LOC_CITY_NAME_MBAMBA, 10.0, DISTRICT_THEATER, 42.9, 117, 0.0
54, LOC_CITY_NAME_KWANGO, 14.0, UNIT_HEAVY_CHARIOT, 72.4, 65, 7.4
54, LOC_CITY_NAME_MBANZA_MBATA, 6.0, UNIT_HEAVY_CHARIOT, 6.0, 65, 0.0
54, LOC_CITY_NAME_KINCHASSA, 4.0, UNIT_GALLEY, 18.0, 65, 0.0
54, LOC_CITY_NAME_TENOCHTITLAN, 19.7, BUILDING_BARRACKS, 19.7, 90, 0.0
54, LOC_CITY_NAME_TEAYO, 7.6, UNIT_AZTEC_EAGLE_WARRIOR, 7.6, 65, 0.0
54, LOC_CITY_NAME_MALINALCO, 8.0, BUILDING_LIBRARY, 77.0, 90, 0.0
54, LOC_CITY_NAME_XOCHICALCO, 6.0, UNIT_AZTEC_EAGLE_WARRIOR, 6.0, 65, 0.0
54, LOC_CITY_NAME_ROME, 16.0, DISTRICT_CAMPUS, 64.0, 131, 0.0
54, LOC_CITY_NAME_OSTIA, 7.6, BUILDING_ETEMENANKI, 53.2, 220, 0.0
54, LOC_CITY_NAME_RAVENNA, 14.0, UNIT_BUILDER, 42.3, 74, 0.0
54, LOC_CITY_NAME_MEDIOLANUM, 6.0, UNIT_BUILDER, 24.2, 74, 0.0
54, LOC_CITY_NAME_CUMAE, 14.0, DISTRICT_CAMPUS, 128.0, 117, 11.0
54, LOC_CITY_NAME_BABYLON_STK, 26.0, DISTRICT_THEATER, 59.0, 146, 0.0
54, LOC_CITY_NAME_ESHNUNNA, 8.0, BUILDING_MACHU_PICCHU, 48.0, 400, 0.0
54, LOC_CITY_NAME_DUR_KURIGALZU, 18.0, UNIT_BUILDER, 75.4, 66, 9.4
54, LOC_CITY_NAME_DURMUTI, 6.0, DISTRICT_CAMPUS, 64.0, 126, 0.0
54, LOC_CITY_NAME_STIRLING, 36.0, UNIT_SETTLER, 85.5, 170, 0.0
54, LOC_CITY_NAME_ROXBURGH, 11.4, BUILDING_LIBRARY, 69.5, 90, 0.0
54, LOC_CITY_NAME_CULLEN, 7.6, UNIT_GALLEY, 61.6, 65, 0.0
54, LOC_CITY_NAME_DUNDEE, 7.6, DISTRICT_CAMPUS, 30.4, 107, 0.0
54, LOC_CITY_NAME_CANBERRA, 9.5, DISTRICT_CAMPUS, 40.6, 117, 0.0
54, LOC_CITY_NAME_PERTH, 10.1, UNIT_GALLEY, 10.1, 65, 0.0
54, LOC_CITY_NAME_ADELAIDE, 7.6, BUILDING_ETEMENANKI, 105.3, 220, 0.0
54, LOC_CITY_NAME_PATNA, 18.0, DISTRICT_CAMPUS, 66.8, 117, 0.0
54, LOC_CITY_NAME_DELHI, 20.6, DISTRICT_CAMPUS, 20.6, 122, 0.0
54, LOC_CITY_NAME_MADURAI, 18.0, BUILDING_WATER_MILL, 95.1, 80, 15.1
54, LOC_CITY_NAME_MUMBAI, 6.0, DISTRICT_CAMPUS, 20.0, 117, 0.0
54, LOC_CITY_NAME_PELLA, 26.0, BUILDING_LIGHTHOUSE, 26.0, 120, 0.0
54, LOC_CITY_NAME_DION, 11.4, UNIT_BUILDER, 30.4, 66, 0.0
54, LOC_CITY_NAME_ALEXANDRIA_TROAS, 8.5, UNIT_SETTLER, 100.3, 170, 0.0
54, LOC_CITY_NAME_PYDNA, 6.0, UNIT_GALLEY, 61.1, 65, 0.0
54, LOC_CITY_NAME_SAMARKAND, 3.6, UNIT_TRADER, 35.7, 59, 0.0
54, LOC_CITY_NAME_AUCKLAND, 1.6, BUILDING_GRANARY, 47.0, 65, 0.0
54, LOC_CITY_NAME_MUSCAT, 2.4, BUILDING_MONUMENT, 35.1, 60, 0.0
54, LOC_CITY_NAME_GENEVA, 18.0, DISTRICT_CAMPUS, 18.0, 131, 0.0
54, LOC_CITY_NAME_JOHANNESBURG, 3.5, UNIT_TRADER, 36.5, 59, 0.0
54, LOC_CITY_NAME_LISBON, 2.0, BUILDING_GRANARY, 41.0, 65, 0.0
54, LOC_CITY_NAME_LISBON, 48.0, BUILDING_GRANARY, 89.0, 65, 24.0
54, LOC_CITY_NAME_BOLOGNA, 2.8, BUILDING_GRANARY, 30.3, 65, 0.0
54, LOC_CITY_NAME_KUMASI, 15.0, UNIT_SPEARMAN, 15.0, 65, 0.0
54, LOC_CITY_NAME_BRUSSELS, 3.0, BUILDING_GRANARY, 60.0, 65, 0.0
54, LOC_CITY_NAME_BANDAR_BRUNEI, 15.6, UNIT_ARCHER, 15.6, 60, 0.0
54, LOC_CITY_NAME_MOHENJO_DARO, 24.0, DISTRICT_THEATER, 24.0, 131, 0.0
54, LOC_CITY_NAME_ANTIOCH, 3.0, UNIT_TRADER, 15.0, 59, 0.0
54, LOC_CITY_NAME_HATTUSA, 3.5, UNIT_TRADER, 3.5, 59, 0.0
55, LOC_CITY_NAME_LISBON_STK, 13.0, UNIT_TRADER, 54.0, 52, 2.0
55, LOC_CITY_NAME_COIMBRA, 4.0, BUILDING_GRANARY, 34.0, 65, 0.0
55, LOC_CITY_NAME_ADUATUCA, 20.0, DISTRICT_CAMPUS, 110.0, 122, 0.0
55, LOC_CITY_NAME_RATUMACOS, 5.4, BUILDING_WALLS, 66.9, 80, 0.0
55, LOC_CITY_NAME_BIBRAX, 9.5, DISTRICT_CAMPUS, 31.9, 131, 0.0
55, LOC_CITY_NAME_AVARICUM, 5.7, UNIT_BUILDER, 17.1, 70, 0.0
55, LOC_CITY_NAME_MBANZA_KONGO, 16.0, BUILDING_LIBRARY, 36.0, 90, 0.0
55, LOC_CITY_NAME_MBAMBA, 10.0, DISTRICT_THEATER, 52.9, 117, 0.0
55, LOC_CITY_NAME_KWANGO, 21.4, UNIT_BUILDER, 53.0, 74, 0.0
55, LOC_CITY_NAME_MBANZA_MBATA, 6.0, UNIT_HEAVY_CHARIOT, 12.0, 65, 0.0
55, LOC_CITY_NAME_KINCHASSA, 4.0, UNIT_GALLEY, 22.0, 65, 0.0
55, LOC_CITY_NAME_TENOCHTITLAN, 14.0, BUILDING_BARRACKS, 33.7, 90, 0.0
55, LOC_CITY_NAME_TEAYO, 7.6, UNIT_AZTEC_EAGLE_WARRIOR, 15.2, 65, 0.0
55, LOC_CITY_NAME_MALINALCO, 8.0, BUILDING_LIBRARY, 85.0, 90, 0.0
55, LOC_CITY_NAME_XOCHICALCO, 6.0, UNIT_AZTEC_EAGLE_WARRIOR, 12.0, 65, 0.0
55, LOC_CITY_NAME_MALINALCO, 43.0, BUILDING_LIBRARY, 128.0, 90, 38.0
55, LOC_CITY_NAME_ROME, 20.0, DISTRICT_CAMPUS, 84.0, 131, 0.0
55, LOC_CITY_NAME_OSTIA, 7.6, BUILDING_ETEMENANKI, 60.8, 220, 0.0
55, LOC_CITY_NAME_RAVENNA, 14.0, UNIT_SLINGER, 14.0, 35, 0.0
55, LOC_CITY_NAME_MEDIOLANUM, 6.0, UNIT_BUILDER, 30.2, 74, 0.0
55, LOC_CITY_NAME_CUMAE, 25.0, UNIT_BUILDER, 25.0, 74, 0.0
55, LOC_CITY_NAME_BABYLON_STK, 26.0, DISTRICT_THEATER, 85.0, 146, 0.0
55, LOC_CITY_NAME_ESHNUNNA, 8.0, BUILDING_MACHU_PICCHU, 56.0, 400, 0.0
55, LOC_CITY_NAME_DUR_KURIGALZU, 27.4, BUILDING_LIBRARY, 27.4, 90, 0.0
55, LOC_CITY_NAME_DURMUTI, 6.0, DISTRICT_CAMPUS, 70.0, 126, 0.0
55, LOC_CITY_NAME_STIRLING, 36.0, UNIT_SETTLER, 121.5, 170, 0.0
55, LOC_CITY_NAME_ROXBURGH, 11.4, BUILDING_LIBRARY, 80.9, 90, 0.0
55, LOC_CITY_NAME_CULLEN, 7.6, UNIT_GALLEY, 69.1, 65, 4.1
55, LOC_CITY_NAME_DUNDEE, 7.6, DISTRICT_CAMPUS, 38.0, 107, 0.0
55, LOC_CITY_NAME_CANBERRA, 9.5, DISTRICT_CAMPUS, 50.1, 117, 0.0
55, LOC_CITY_NAME_PERTH, 7.1, UNIT_GALLEY, 17.3, 65, 0.0
55, LOC_CITY_NAME_ADELAIDE, 7.6, BUILDING_ETEMENANKI, 112.9, 220, 0.0
55, LOC_CITY_NAME_MELBOURNE, 17.1, DISTRICT_CAMPUS, 17.1, 122, 0.0
55, LOC_CITY_NAME_PATNA, 18.0, DISTRICT_CAMPUS, 84.8, 117, 0.0
55, LOC_CITY_NAME_DELHI, 10.0, DISTRICT_CAMPUS, 30.6, 122, 0.0
55, LOC_CITY_NAME_MADURAI, 52.6, UNIT_SETTLER, 52.6, 170, 0.0
55, LOC_CITY_NAME_MUMBAI, 6.0, DISTRICT_CAMPUS, 26.0, 117, 0.0
55, LOC_CITY_NAME_PELLA, 26.0, BUILDING_LIGHTHOUSE, 52.0, 120, 0.0
55, LOC_CITY_NAME_DION, 11.4, UNIT_BUILDER, 41.8, 66, 0.0
55, LOC_CITY_NAME_ALEXANDRIA_TROAS, 11.4, UNIT_SETTLER, 111.6, 170, 0.0
55, LOC_CITY_NAME_PYDNA, 6.0, UNIT_GALLEY, 67.1, 65, 2.1
55, LOC_CITY_NAME_ALEXANDRIA_TROAS, 64.5, UNIT_SETTLER, 176.1, 170, 0.0
55, LOC_CITY_NAME_SAMARKAND, 3.6, UNIT_TRADER, 39.3, 59, 0.0
55, LOC_CITY_NAME_AUCKLAND, 4.8, UNIT_WARRIOR, 4.8, 40, 0.0
55, LOC_CITY_NAME_MUSCAT, 2.4, BUILDING_MONUMENT, 37.5, 60, 0.0
55, LOC_CITY_NAME_GENEVA, 12.0, DISTRICT_CAMPUS, 30.0, 131, 0.0
55, LOC_CITY_NAME_JOHANNESBURG, 3.5, UNIT_TRADER, 40.0, 59, 0.0
55, LOC_CITY_NAME_SINGAPORE, 4.5, PROJECT_REPAIR_OUTER_DEFENSES, 4.5, 6, 0.0
55, LOC_CITY_NAME_BOLOGNA, 2.8, BUILDING_GRANARY, 33.1, 65, 0.0
55, LOC_CITY_NAME_KUMASI, 12.0, UNIT_SPEARMAN, 27.0, 65, 0.0
55, LOC_CITY_NAME_BRUSSELS, 3.0, BUILDING_GRANARY, 63.0, 65, 0.0
55, LOC_CITY_NAME_BANDAR_BRUNEI, 15.6, UNIT_ARCHER, 31.2, 60, 0.0
55, LOC_CITY_NAME_MOHENJO_DARO, 24.0, DISTRICT_THEATER, 48.0, 131, 0.0
55, LOC_CITY_NAME_ANTIOCH, 3.0, UNIT_TRADER, 18.0, 59, 0.0
55, LOC_CITY_NAME_HATTUSA, 2.5, UNIT_TRADER, 6.0, 59, 0.0
56, LOC_CITY_NAME_LISBON_STK, 15.0, UNIT_SETTLER, 15.0, 110, 0.0
56, LOC_CITY_NAME_COIMBRA, 4.0, BUILDING_GRANARY, 38.0, 65, 0.0
56, LOC_CITY_NAME_ADUATUCA, 20.0, DISTRICT_CAMPUS, 130.0, 122, 8.0
56, LOC_CITY_NAME_RATUMACOS, 5.4, BUILDING_WALLS, 72.3, 80, 0.0
56, LOC_CITY_NAME_BIBRAX, 9.5, DISTRICT_CAMPUS, 41.4, 131, 0.0
56, LOC_CITY_NAME_AVARICUM, 5.7, UNIT_BUILDER, 22.8, 70, 0.0
56, LOC_CITY_NAME_MBANZA_KONGO, 18.0, BUILDING_LIBRARY, 54.0, 90, 0.0
56, LOC_CITY_NAME_MBAMBA, 12.0, DISTRICT_THEATER, 64.9, 117, 0.0
56, LOC_CITY_NAME_KWANGO, 16.0, UNIT_BUILDER, 69.0, 74, 0.0
56, LOC_CITY_NAME_MBANZA_MBATA, 8.0, UNIT_HEAVY_CHARIOT, 20.0, 65, 0.0
56, LOC_CITY_NAME_KINCHASSA, 6.0, UNIT_GALLEY, 28.0, 65, 0.0
56, LOC_CITY_NAME_TENOCHTITLAN, 14.0, BUILDING_BARRACKS, 47.7, 90, 0.0
56, LOC_CITY_NAME_TEAYO, 7.6, UNIT_AZTEC_EAGLE_WARRIOR, 22.8, 65, 0.0
56, LOC_CITY_NAME_XOCHICALCO, 6.0, UNIT_AZTEC_EAGLE_WARRIOR, 18.0, 65, 0.0
56, LOC_CITY_NAME_ROME, 20.0, DISTRICT_CAMPUS, 104.0, 131, 0.0
56, LOC_CITY_NAME_OSTIA, 7.6, BUILDING_ETEMENANKI, 68.4, 220, 0.0
56, LOC_CITY_NAME_RAVENNA, 14.0, UNIT_SLINGER, 28.0, 35, 0.0
56, LOC_CITY_NAME_MEDIOLANUM, 6.0, UNIT_BUILDER, 36.2, 74, 0.0
56, LOC_CITY_NAME_CUMAE, 14.0, UNIT_HEAVY_CHARIOT, 14.0, 65, 0.0
56, LOC_CITY_NAME_BABYLON_STK, 26.0, DISTRICT_THEATER, 111.0, 146, 0.0
56, LOC_CITY_NAME_ESHNUNNA, 8.0, BUILDING_MACHU_PICCHU, 64.0, 400, 0.0
56, LOC_CITY_NAME_DUR_KURIGALZU, 18.0, BUILDING_LIBRARY, 45.4, 90, 0.0
56, LOC_CITY_NAME_DURMUTI, 6.0, DISTRICT_CAMPUS, 76.0, 126, 0.0
56, LOC_CITY_NAME_STIRLING, 36.0, UNIT_SETTLER, 157.5, 170, 0.0
56, LOC_CITY_NAME_ROXBURGH, 11.4, BUILDING_LIBRARY, 92.3, 90, 2.3
56, LOC_CITY_NAME_CULLEN, 11.7, UNIT_BUILDER, 23.1, 62, 0.0
56, LOC_CITY_NAME_DUNDEE, 7.6, DISTRICT_CAMPUS, 45.6, 107, 0.0
56, LOC_CITY_NAME_CANBERRA, 9.5, DISTRICT_CAMPUS, 59.6, 117, 0.0
56, LOC_CITY_NAME_PERTH, 7.1, UNIT_GALLEY, 24.4, 65, 0.0
56, LOC_CITY_NAME_ADELAIDE, 7.6, BUILDING_ETEMENANKI, 120.5, 220, 0.0
56, LOC_CITY_NAME_MELBOURNE, 5.7, DISTRICT_CAMPUS, 22.8, 122, 0.0
56, LOC_CITY_NAME_PATNA, 18.0, DISTRICT_CAMPUS, 102.8, 117, 0.0
56, LOC_CITY_NAME_DELHI, 9.5, DISTRICT_CAMPUS, 40.1, 122, 0.0
56, LOC_CITY_NAME_MADURAI, 28.5, UNIT_SETTLER, 81.1, 170, 0.0
56, LOC_CITY_NAME_MUMBAI, 6.0, DISTRICT_CAMPUS, 32.0, 117, 0.0
56, LOC_CITY_NAME_PELLA, 26.0, BUILDING_LIGHTHOUSE, 78.0, 120, 0.0
56, LOC_CITY_NAME_DION, 11.4, UNIT_BUILDER, 53.2, 66, 0.0
56, LOC_CITY_NAME_PYDNA, 8.1, UNIT_GALLEY, 8.1, 65, 0.0
56, LOC_CITY_NAME_SAMARKAND, 3.6, UNIT_TRADER, 42.9, 59, 0.0
56, LOC_CITY_NAME_AUCKLAND, 4.8, UNIT_WARRIOR, 9.6, 40, 0.0
56, LOC_CITY_NAME_MUSCAT, 2.4, BUILDING_MONUMENT, 39.9, 60, 0.0
56, LOC_CITY_NAME_GENEVA, 12.0, DISTRICT_CAMPUS, 42.0, 131, 0.0
56, LOC_CITY_NAME_JOHANNESBURG, 3.5, UNIT_TRADER, 43.5, 59, 0.0
56, LOC_CITY_NAME_LISBON, 163.2, DISTRICT_HARBOR, 163.2, 131, 0.0
56, LOC_CITY_NAME_SINGAPORE, 1.5, PROJECT_REPAIR_OUTER_DEFENSES, 1.5, 2, 0.0
56, LOC_CITY_NAME_BOLOGNA, 2.8, BUILDING_GRANARY, 35.9, 65, 0.0
56, LOC_CITY_NAME_KUMASI, 15.0, UNIT_SPEARMAN, 42.0, 65, 0.0
56, LOC_CITY_NAME_BRUSSELS, 3.0, BUILDING_GRANARY, 66.0, 65, 1.0
56, LOC_CITY_NAME_BANDAR_BRUNEI, 15.6, UNIT_ARCHER, 46.8, 60, 0.0
56, LOC_CITY_NAME_MOHENJO_DARO, 24.0, DISTRICT_THEATER, 72.0, 131, 0.0
56, LOC_CITY_NAME_ANTIOCH, 3.0, UNIT_TRADER, 21.0, 59, 0.0
56, LOC_CITY_NAME_HATTUSA, 2.5, UNIT_TRADER, 8.5, 59, 0.0
57, LOC_CITY_NAME_LISBON_STK, 13.0, UNIT_SETTLER, 28.0, 110, 0.0
57, LOC_CITY_NAME_COIMBRA, 3.0, BUILDING_GRANARY, 41.0, 65, 0.0
57, LOC_CITY_NAME_ADUATUCA, 45.0, UNIT_SETTLER, 45.0, 170, 0.0
57, LOC_CITY_NAME_RATUMACOS, 7.2, BUILDING_WALLS, 79.5, 80, 0.0
57, LOC_CITY_NAME_BIBRAX, 11.4, DISTRICT_CAMPUS, 52.8, 131, 0.0
57, LOC_CITY_NAME_AVARICUM, 7.6, UNIT_QUADRIREME, 7.6, 120, 0.0
57, LOC_CITY_NAME_MBANZA_KONGO, 18.0, BUILDING_LIBRARY, 72.0, 90, 0.0
57, LOC_CITY_NAME_MBAMBA, 12.0, DISTRICT_THEATER, 76.9, 117, 0.0
57, LOC_CITY_NAME_KWANGO, 16.0, UNIT_BUILDER, 85.0, 74, 11.0
57, LOC_CITY_NAME_MBANZA_MBATA, 8.0, UNIT_HEAVY_CHARIOT, 28.0, 65, 0.0
57, LOC_CITY_NAME_KINCHASSA, 6.0, UNIT_GALLEY, 34.0, 65, 0.0
57, LOC_CITY_NAME_TENOCHTITLAN, 14.0, BUILDING_BARRACKS, 61.7, 90, 0.0
57, LOC_CITY_NAME_TEAYO, 7.6, UNIT_AZTEC_EAGLE_WARRIOR, 30.4, 65, 0.0
57, LOC_CITY_NAME_MALINALCO, 81.0, UNIT_SETTLER, 81.0, 170, 0.0
57, LOC_CITY_NAME_XOCHICALCO, 6.0, UNIT_AZTEC_EAGLE_WARRIOR, 24.0, 65, 0.0
57, LOC_CITY_NAME_ROME, 20.0, DISTRICT_CAMPUS, 124.0, 131, 0.0
57, LOC_CITY_NAME_OSTIA, 7.6, BUILDING_ETEMENANKI, 76.0, 220, 0.0
57, LOC_CITY_NAME_RAVENNA, 14.0, UNIT_SLINGER, 42.0, 35, 7.0
57, LOC_CITY_NAME_MEDIOLANUM, 6.0, UNIT_BUILDER, 42.2, 74, 0.0
57, LOC_CITY_NAME_CUMAE, 16.0, UNIT_HEAVY_CHARIOT, 30.0, 65, 0.0
57, LOC_CITY_NAME_BABYLON_STK, 28.0, DISTRICT_THEATER, 139.0, 146, 0.0
57, LOC_CITY_NAME_ESHNUNNA, 10.0, BUILDING_MACHU_PICCHU, 74.0, 400, 0.0
57, LOC_CITY_NAME_DUR_KURIGALZU, 20.0, BUILDING_LIBRARY, 65.4, 90, 0.0
57, LOC_CITY_NAME_DURMUTI, 8.0, DISTRICT_CAMPUS, 84.0, 126, 0.0
57, LOC_CITY_NAME_STIRLING, 36.0, UNIT_SETTLER, 193.5, 170, 11.5
57, LOC_CITY_NAME_ROXBURGH, 13.7, UNIT_TRADER, 13.7, 55, 0.0
57, LOC_CITY_NAME_CULLEN, 7.6, UNIT_BUILDER, 30.7, 62, 0.0
57, LOC_CITY_NAME_DUNDEE, 7.6, DISTRICT_CAMPUS, 53.2, 107, 0.0
57, LOC_CITY_NAME_CANBERRA, 9.5, DISTRICT_CAMPUS, 69.1, 117, 0.0
57, LOC_CITY_NAME_PERTH, 7.1, UNIT_GALLEY, 31.5, 65, 0.0
57, LOC_CITY_NAME_ADELAIDE, 7.6, BUILDING_ETEMENANKI, 128.1, 220, 0.0
57, LOC_CITY_NAME_MELBOURNE, 5.7, DISTRICT_CAMPUS, 28.5, 122, 0.0
57, LOC_CITY_NAME_PATNA, 18.0, DISTRICT_CAMPUS, 120.8, 117, 3.8
57, LOC_CITY_NAME_DELHI, 9.5, DISTRICT_CAMPUS, 49.6, 122, 0.0
57, LOC_CITY_NAME_MADURAI, 25.6, UNIT_SETTLER, 106.8, 170, 0.0
57, LOC_CITY_NAME_MUMBAI, 6.0, DISTRICT_CAMPUS, 38.0, 117, 0.0
57, LOC_CITY_NAME_PELLA, 26.0, BUILDING_LIGHTHOUSE, 104.0, 120, 0.0
57, LOC_CITY_NAME_DION, 11.4, UNIT_BUILDER, 64.6, 66, 0.0
57, LOC_CITY_NAME_ALEXANDRIA_TROAS, 11.4, DISTRICT_HARBOR, 11.4, 117, 0.0
57, LOC_CITY_NAME_PYDNA, 6.0, UNIT_GALLEY, 14.1, 65, 0.0
57, LOC_CITY_NAME_SAMARKAND, 3.6, UNIT_TRADER, 46.5, 59, 0.0
57, LOC_CITY_NAME_AUCKLAND, 4.8, UNIT_WARRIOR, 14.4, 40, 0.0
57, LOC_CITY_NAME_MUSCAT, 2.4, BUILDING_MONUMENT, 42.3, 60, 0.0
57, LOC_CITY_NAME_GENEVA, 12.0, DISTRICT_CAMPUS, 54.0, 131, 0.0
57, LOC_CITY_NAME_JOHANNESBURG, 3.5, UNIT_TRADER, 47.0, 61, 0.0
57, LOC_CITY_NAME_LISBON, 1.6, BUILDING_LIGHTHOUSE, 1.6, 120, 0.0
57, LOC_CITY_NAME_SINGAPORE, 1.5, PROJECT_REPAIR_OUTER_DEFENSES, 1.5, 0, 1.5
57, LOC_CITY_NAME_BOLOGNA, 2.8, BUILDING_GRANARY, 38.7, 65, 0.0
57, LOC_CITY_NAME_KUMASI, 12.0, UNIT_SPEARMAN, 54.0, 65, 0.0
57, LOC_CITY_NAME_BANDAR_BRUNEI, 15.6, UNIT_ARCHER, 62.4, 60, 0.0
