Game Turn, Player, Regional Strength, Enemy Strength, Other Strength, Current Explorers, Desired Explorers, Fav Tech, Combat Desire
36, 24, 100, 0, 40, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
36, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
37, 0, 20, 0, 40, 1:0, 1:1, TECH_ARCHERY, 1.1
37, 1, 135, 0, 120, 1:0, 1:3, TECH_THE_WHEEL, 0.4
37, 2, 150, 0, 140, 2:0, 1:1, TECH_THE_WHEEL, 0.1
37, 3, 239, 0, 100, 4:0, 3:1, TECH_IRON_WORKING, 0.1
37, 4, 305, 0, 125, 2:1, 1:3, TECH_ENGINEERING, 0.6
37, 5, 120, 0, 100, 4:2, 1:3, TECH_MILITARY_ENGINEERING, 0.0
37, 6, 305, 0, 60, 4:2, 1:3, TECH_THE_WHEEL, 0.3
37, 7, 155, 75, 80, 4:0, 2:1, TECH_BRONZE_WORKING, 0.1
37, 8, 220, 50, 100, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.7
37, 9, 240, 0, 60, 1:0, 1:3, TECH_ARCHERY, -0.1
37, 10, 40, 0, 60, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
37, 11, 120, 25, 80, 0:0, 0:0, TECH_THE_WHEEL, 0.1
37, 12, 120, 0, 80, 0:0, 0:0, NO_TECH, 0.0
37, 13, 120, 0, 0, 0:0, 0:0, TECH_THE_WHEEL, 0.0
37, 14, 80, 0, 0, 0:0, 0:0, NO_TECH, 0.0
37, 15, 100, 0, 183, 0:0, 0:0, NO_TECH, 0.5
37, 16, 100, 20, 75, 0:0, 0:0, TECH_IRON_WORKING, 0.0
37, 17, 60, 0, 120, 0:0, 0:0, TECH_IRON_WORKING, 0.2
37, 18, 100, 0, 20, 0:0, 0:0, TECH_THE_WHEEL, 0.0
37, 19, 120, 0, 40, 0:0, 0:0, NO_TECH, 0.0
37, 20, 125, 50, 30, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
37, 21, 120, 0, 105, 0:0, 0:0, TECH_THE_WHEEL, 0.0
37, 22, 120, 0, 60, 0:0, 0:0, TECH_THE_WHEEL, 0.0
37, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
37, 24, 100, 0, 75, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
37, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
38, 0, 20, 0, 40, 1:0, 1:1, TECH_ARCHERY, 1.1
38, 1, 135, 0, 120, 1:0, 1:3, TECH_THE_WHEEL, 0.4
38, 2, 150, 0, 160, 2:0, 1:1, TECH_THE_WHEEL, 0.3
38, 3, 239, 0, 100, 4:0, 3:1, TECH_IRON_WORKING, 0.1
38, 4, 305, 0, 125, 2:1, 1:3, TECH_ENGINEERING, 0.5
38, 5, 130, 0, 100, 4:2, 1:3, TECH_MILITARY_ENGINEERING, 0.0
38, 6, 305, 20, 60, 4:2, 1:3, TECH_THE_WHEEL, 0.2
38, 7, 155, 65, 80, 4:0, 2:1, TECH_BRONZE_WORKING, 0.2
38, 8, 220, 50, 100, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.6
38, 9, 240, 0, 40, 1:0, 1:3, TECH_ARCHERY, 0.2
38, 10, 40, 0, 80, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
38, 11, 120, 25, 60, 0:0, 0:0, TECH_THE_WHEEL, 0.2
38, 12, 120, 0, 115, 0:0, 0:0, NO_TECH, 0.0
38, 13, 120, 0, 0, 0:0, 0:0, TECH_THE_WHEEL, 0.0
38, 14, 80, 0, 0, 0:0, 0:0, NO_TECH, 0.0
38, 15, 100, 0, 155, 0:0, 0:0, NO_TECH, 0.0
38, 16, 100, 10, 95, 0:0, 0:0, TECH_IRON_WORKING, -0.1
38, 17, 0, 0, 80, 0:0, 0:0, TECH_IRON_WORKING, 1.2
38, 18, 100, 0, 40, 0:0, 0:0, TECH_THE_WHEEL, 0.0
38, 19, 120, 10, 20, 0:0, 0:0, NO_TECH, 0.0
38, 20, 125, 50, 30, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
38, 21, 120, 0, 105, 0:0, 0:0, TECH_THE_WHEEL, 0.0
38, 22, 120, 0, 60, 0:0, 0:0, TECH_THE_WHEEL, 0.0
38, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
38, 24, 100, 0, 55, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
38, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
39, 0, 20, 0, 20, 1:0, 1:1, TECH_ARCHERY, 1.1
39, 1, 135, 0, 120, 1:0, 1:3, TECH_THE_WHEEL, 0.4
39, 2, 150, 0, 160, 2:0, 1:1, TECH_THE_WHEEL, 0.4
39, 3, 239, 0, 100, 4:0, 3:1, TECH_IRON_WORKING, 0.1
39, 4, 335, 0, 125, 2:2, 1:3, TECH_ENGINEERING, 0.0
39, 5, 65, 0, 100, 4:2, 1:3, TECH_MILITARY_ENGINEERING, 0.5
39, 6, 255, 20, 0, 4:2, 1:3, TECH_THE_WHEEL, 0.2
39, 7, 155, 55, 60, 4:0, 1:1, TECH_BRONZE_WORKING, 0.2
39, 8, 220, 50, 100, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.9
39, 9, 270, 0, 40, 1:0, 1:3, TECH_ARCHERY, 0.2
39, 10, 40, 0, 80, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
39, 11, 120, 25, 70, 0:0, 0:0, TECH_THE_WHEEL, 0.2
39, 12, 120, 0, 115, 0:0, 0:0, NO_TECH, 0.0
39, 13, 120, 0, 10, 0:0, 0:0, TECH_THE_WHEEL, 0.0
39, 14, 80, 0, 0, 0:0, 0:0, NO_TECH, 0.0
39, 15, 100, 0, 211, 0:0, 0:0, NO_TECH, 1.3
39, 16, 100, 10, 80, 0:0, 0:0, TECH_IRON_WORKING, -0.1
39, 17, 0, 0, 80, 0:0, 0:0, TECH_IRON_WORKING, 1.2
39, 18, 100, 0, 40, 0:0, 0:0, TECH_THE_WHEEL, 0.0
39, 19, 120, 10, 40, 0:0, 0:0, NO_TECH, 0.0
39, 20, 125, 50, 30, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
39, 21, 120, 0, 65, 0:0, 0:0, TECH_THE_WHEEL, 0.0
39, 22, 120, 0, 60, 0:0, 0:0, TECH_THE_WHEEL, 0.0
39, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
39, 24, 100, 0, 35, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
39, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
40, 0, 20, 0, 20, 1:0, 1:1, TECH_THE_WHEEL, 1.1
40, 1, 135, 0, 120, 1:0, 1:3, TECH_THE_WHEEL, 0.4
40, 2, 150, 0, 120, 2:0, 1:1, TECH_THE_WHEEL, 0.4
40, 3, 239, 0, 100, 4:0, 3:1, TECH_IRON_WORKING, 0.1
40, 4, 335, 0, 105, 2:2, 1:3, TECH_ENGINEERING, 0.0
40, 5, 45, 0, 100, 4:3, 1:3, TECH_MILITARY_ENGINEERING, 1.0
40, 6, 225, 20, 0, 4:1, 1:3, TECH_THE_WHEEL, 0.2
40, 7, 155, 40, 80, 4:0, 2:1, TECH_BRONZE_WORKING, 0.2
40, 8, 205, 50, 100, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.9
40, 9, 270, 0, 40, 0:1, 1:3, TECH_ARCHERY, 0.2
40, 10, 40, 0, 80, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
40, 11, 120, 25, 50, 0:0, 0:0, TECH_THE_WHEEL, 0.2
40, 12, 120, 0, 135, 0:0, 0:0, NO_TECH, 0.0
40, 13, 120, 0, 10, 0:0, 0:0, TECH_THE_WHEEL, 0.0
40, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
40, 15, 100, 0, 211, 0:0, 0:0, NO_TECH, 1.3
40, 16, 100, 10, 60, 0:0, 0:0, TECH_IRON_WORKING, -0.1
40, 17, 0, 0, 90, 0:0, 0:0, TECH_IRON_WORKING, 1.2
40, 18, 100, 0, 40, 0:0, 0:0, TECH_THE_WHEEL, 0.0
40, 19, 120, 10, 40, 0:0, 0:0, NO_TECH, 0.0
40, 20, 125, 40, 115, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
40, 21, 120, 0, 65, 0:0, 0:0, TECH_THE_WHEEL, 0.0
40, 22, 120, 0, 40, 0:0, 0:0, TECH_THE_WHEEL, 0.0
40, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
40, 24, 125, 0, 35, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
40, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
41, 0, 20, 0, 20, 1:0, 1:1, TECH_THE_WHEEL, 1.1
41, 1, 135, 0, 120, 1:0, 1:3, TECH_THE_WHEEL, 0.4
41, 2, 150, 0, 70, 2:0, 1:1, TECH_THE_WHEEL, 0.4
41, 3, 239, 0, 100, 1:0, 3:1, TECH_IRON_WORKING, 0.1
41, 4, 335, 0, 95, 2:2, 1:3, TECH_IRON_WORKING, 0.2
41, 5, 85, 0, 100, 4:3, 3:3, TECH_MILITARY_ENGINEERING, 1.0
41, 6, 225, 20, 0, 4:1, 1:3, TECH_THE_WHEEL, 0.0
41, 7, 155, 30, 100, 4:0, 2:1, TECH_BRONZE_WORKING, 0.3
41, 8, 230, 50, 125, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.9
41, 9, 255, 0, 60, 1:1, 1:3, TECH_ARCHERY, 0.3
41, 10, 65, 0, 80, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
41, 11, 120, 25, 30, 0:0, 0:0, TECH_THE_WHEEL, 0.1
41, 12, 120, 0, 135, 0:0, 0:0, NO_TECH, 0.0
41, 13, 120, 0, 10, 0:0, 0:0, TECH_THE_WHEEL, 0.0
41, 14, 80, 0, 0, 0:0, 0:0, NO_TECH, 0.0
41, 15, 100, 0, 211, 0:0, 0:0, NO_TECH, 1.3
41, 16, 100, 0, 60, 0:0, 0:0, TECH_IRON_WORKING, -0.1
41, 17, 0, 0, 90, 0:0, 0:0, TECH_IRON_WORKING, 1.2
41, 18, 120, 0, 0, 0:0, 0:0, TECH_THE_WHEEL, 0.0
41, 19, 120, 10, 60, 0:0, 0:0, NO_TECH, 0.0
41, 20, 125, 40, 115, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
41, 21, 120, 0, 65, 0:0, 0:0, TECH_THE_WHEEL, 0.0
41, 22, 120, 0, 20, 0:0, 0:0, TECH_THE_WHEEL, 0.0
41, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
41, 24, 125, 0, 75, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
41, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
42, 0, 20, 0, 20, 1:0, 1:1, TECH_THE_WHEEL, 1.1
42, 1, 165, 0, 120, 1:0, 1:3, TECH_THE_WHEEL, 0.4
42, 2, 150, 0, 50, 2:0, 1:1, TECH_THE_WHEEL, 0.4
42, 3, 239, 0, 100, 1:0, 3:1, TECH_IRON_WORKING, 0.5
42, 4, 315, 0, 95, 2:2, 1:3, TECH_IRON_WORKING, 0.3
42, 5, 80, 0, 120, 4:1, 3:3, TECH_MILITARY_ENGINEERING, 1.0
42, 6, 195, 0, 0, 4:0, 1:3, TECH_THE_WHEEL, 0.0
42, 7, 155, 65, 100, 4:0, 2:1, TECH_THE_WHEEL, 0.3
42, 8, 230, 50, 125, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.9
42, 9, 255, 0, 85, 0:1, 1:3, TECH_ARCHERY, 0.0
42, 10, 65, 0, 80, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
42, 11, 120, 25, 10, 0:0, 0:0, TECH_THE_WHEEL, 0.2
42, 12, 120, 0, 135, 0:0, 0:0, NO_TECH, 0.0
42, 13, 100, 0, 10, 0:0, 0:0, TECH_THE_WHEEL, 0.0
42, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
42, 15, 100, 0, 183, 0:0, 0:0, NO_TECH, 0.6
42, 16, 100, 0, 70, 0:0, 0:0, TECH_IRON_WORKING, -0.1
42, 17, 0, 0, 90, 0:0, 0:0, TECH_IRON_WORKING, 1.2
42, 18, 120, 0, 0, 0:0, 0:0, NO_TECH, 0.0
42, 19, 120, 10, 60, 0:0, 0:0, NO_TECH, 0.0
42, 20, 125, 15, 115, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
42, 21, 120, 0, 65, 0:0, 0:0, TECH_THE_WHEEL, 0.0
42, 22, 120, 0, 40, 0:0, 0:0, TECH_THE_WHEEL, 0.0
42, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
42, 24, 125, 0, 95, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
42, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
43, 0, 20, 0, 40, 1:0, 1:1, TECH_THE_WHEEL, 1.1
43, 1, 135, 25, 120, 0:0, 1:3, TECH_BRONZE_WORKING, 0.3
43, 2, 150, 0, 50, 1:0, 1:1, TECH_THE_WHEEL, 0.4
43, 3, 239, 0, 100, 1:0, 3:1, TECH_IRON_WORKING, 0.4
43, 4, 285, 0, 75, 2:1, 1:3, TECH_IRON_WORKING, 0.5
43, 5, 100, 0, 120, 4:2, 3:3, TECH_MILITARY_ENGINEERING, 1.0
43, 6, 195, 0, 0, 4:0, 1:3, TECH_THE_WHEEL, 0.0
43, 7, 155, 90, 100, 4:0, 2:1, TECH_THE_WHEEL, 0.3
43, 8, 230, 15, 125, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.9
43, 9, 325, 25, 120, 1:2, 1:3, TECH_ARCHERY, 0.3
43, 10, 65, 0, 60, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
43, 11, 120, 25, 10, 0:0, 0:0, TECH_THE_WHEEL, 0.0
43, 12, 120, 10, 135, 0:0, 0:0, NO_TECH, 0.0
43, 13, 120, 0, 10, 0:0, 0:0, TECH_THE_WHEEL, 0.0
43, 14, 80, 0, 0, 0:0, 0:0, NO_TECH, 0.0
43, 15, 100, 0, 155, 0:0, 0:0, NO_TECH, 0.0
43, 16, 100, 0, 70, 0:0, 0:0, TECH_IRON_WORKING, -0.1
43, 17, 0, 0, 90, 0:0, 0:0, TECH_IRON_WORKING, 1.2
43, 18, 120, 0, 0, 0:0, 0:0, NO_TECH, 0.0
43, 19, 120, 45, 60, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
43, 20, 125, 15, 105, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
43, 21, 120, 0, 65, 0:0, 0:0, TECH_THE_WHEEL, 0.0
43, 22, 120, 0, 40, 0:0, 0:0, TECH_THE_WHEEL, 0.0
43, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
43, 24, 125, 0, 115, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
43, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
44, 0, 20, 0, 40, 1:0, 1:1, TECH_THE_WHEEL, 1.1
44, 1, 135, 25, 120, 1:0, 1:3, TECH_BRONZE_WORKING, 0.5
44, 2, 150, 0, 30, 1:0, 1:1, TECH_THE_WHEEL, 0.4
44, 3, 239, 10, 100, 5:0, 3:1, TECH_IRON_WORKING, 0.4
44, 4, 315, 0, 55, 1:2, 1:3, TECH_IRON_WORKING, 0.1
44, 5, 120, 0, 120, 4:1, 3:3, TECH_MILITARY_ENGINEERING, 0.1
44, 6, 225, 0, 0, 4:1, 1:3, TECH_THE_WHEEL, 0.0
44, 7, 155, 90, 100, 4:0, 1:1, TECH_THE_WHEEL, 0.3
44, 8, 355, 15, 125, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.9
44, 9, 265, 25, 120, 1:1, 1:3, TECH_ARCHERY, 0.0
44, 10, 65, 0, 60, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
44, 11, 120, 0, 0, 0:0, 0:0, TECH_THE_WHEEL, 0.0
44, 12, 120, 35, 135, 0:0, 0:0, NO_TECH, 0.0
44, 13, 120, 0, 10, 0:0, 0:0, TECH_IRON_WORKING, 0.0
44, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
44, 15, 100, 0, 155, 0:0, 0:0, NO_TECH, 0.0
44, 16, 100, 0, 60, 0:0, 0:0, NO_TECH, -0.1
44, 17, 0, 0, 50, 0:0, 0:0, TECH_IRON_WORKING, 1.2
44, 18, 120, 35, 20, 0:0, 0:0, TECH_IRON_WORKING, 0.0
44, 19, 120, 35, 50, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
44, 20, 125, 15, 130, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
44, 21, 120, 0, 65, 0:0, 0:0, TECH_THE_WHEEL, 0.0
44, 22, 120, 0, 60, 0:0, 0:0, NO_TECH, 0.0
44, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
44, 24, 125, 0, 135, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
44, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
45, 0, 20, 0, 60, 1:0, 1:3, TECH_THE_WHEEL, 1.1
45, 1, 135, 25, 120, 0:0, 1:3, TECH_BRONZE_WORKING, 0.3
45, 2, 150, 0, 40, 1:0, 1:1, TECH_THE_WHEEL, 0.6
45, 3, 239, 10, 100, 0:0, 3:1, TECH_IRON_WORKING, 0.0
45, 4, 285, 0, 55, 2:1, 1:3, TECH_IRON_WORKING, 0.5
45, 5, 120, 25, 120, 4:1, 3:3, TECH_MILITARY_ENGINEERING, 0.4
45, 6, 245, 0, 0, 4:1, 1:3, TECH_THE_WHEEL, 0.0
45, 7, 155, 115, 80, 4:0, 2:1, TECH_THE_WHEEL, 0.1
45, 8, 355, 15, 125, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.7
45, 9, 295, 25, 120, 1:2, 1:3, TECH_ARCHERY, 0.0
45, 10, 65, 10, 40, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
45, 11, 120, 0, 0, 0:0, 0:0, TECH_THE_WHEEL, 0.0
45, 12, 120, 35, 135, 0:0, 0:0, NO_TECH, 0.2
45, 13, 120, 0, 10, 0:0, 0:0, TECH_IRON_WORKING, 0.0
45, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
45, 15, 100, 0, 155, 0:0, 0:0, NO_TECH, 0.0
45, 16, 100, 0, 60, 0:0, 0:0, NO_TECH, -0.1
45, 17, 0, 0, 70, 0:0, 0:0, TECH_IRON_WORKING, 1.2
45, 18, 120, 35, 40, 0:0, 0:0, TECH_IRON_WORKING, 0.0
45, 19, 120, 35, 50, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
45, 20, 150, 15, 130, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.2
45, 21, 120, 0, 65, 0:0, 0:0, TECH_THE_WHEEL, 0.0
45, 22, 120, 0, 60, 0:0, 0:0, TECH_THE_WHEEL, 0.0
45, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
45, 24, 125, 0, 95, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
45, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
46, 0, 20, 0, 40, 1:0, 1:3, TECH_THE_WHEEL, 1.1
46, 1, 135, 25, 120, 0:0, 1:3, TECH_BRONZE_WORKING, 0.5
46, 2, 150, 40, 0, 1:0, 1:1, TECH_ENGINEERING, 0.6
46, 3, 239, 10, 100, 0:0, 3:1, TECH_IRON_WORKING, 0.5
46, 4, 315, 75, 40, 1:1, 1:3, TECH_IRON_WORKING, 0.6
46, 5, 270, 25, 120, 4:1, 3:3, TECH_MILITARY_ENGINEERING, 0.9
46, 6, 275, 0, 0, 4:2, 1:3, TECH_THE_WHEEL, 0.0
46, 7, 155, 95, 100, 4:0, 2:1, TECH_THE_WHEEL, 0.3
46, 8, 355, 15, 125, 1:0, 1:3, TECH_HORSEBACK_RIDING, 0.6
46, 9, 325, 25, 120, 1:2, 1:3, TECH_ARCHERY, 0.3
46, 10, 65, 10, 60, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
46, 11, 120, 0, 0, 0:0, 0:0, TECH_THE_WHEEL, 0.0
46, 12, 120, 35, 135, 0:0, 0:0, NO_TECH, 0.2
46, 13, 120, 0, 10, 0:0, 0:0, TECH_IRON_WORKING, 0.0
46, 14, 80, 0, 0, 0:0, 0:0, NO_TECH, 0.0
46, 15, 100, 0, 155, 0:0, 0:0, NO_TECH, 0.0
46, 16, 100, 0, 55, 0:0, 0:0, NO_TECH, -0.1
46, 17, 0, 0, 90, 0:0, 0:0, TECH_IRON_WORKING, 1.2
46, 18, 120, 35, 120, 0:0, 0:0, TECH_IRON_WORKING, 0.0
46, 19, 120, 15, 40, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
46, 20, 50, 0, 110, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
46, 21, 120, 0, 65, 0:0, 0:0, TECH_THE_WHEEL, 0.0
46, 22, 120, 0, 60, 0:0, 0:0, TECH_THE_WHEEL, 0.0
46, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
46, 24, 125, 0, 125, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
46, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
47, 0, 20, 0, 40, 1:0, 1:3, TECH_THE_WHEEL, 1.1
47, 1, 135, 25, 120, 0:0, 1:3, TECH_BRONZE_WORKING, 0.5
47, 2, 150, 65, 0, 1:0, 1:1, TECH_ENGINEERING, 0.6
47, 3, 254, 10, 100, 1:0, 3:1, TECH_IRON_WORKING, 0.4
47, 4, 315, 120, 40, 2:1, 1:3, TECH_IRON_WORKING, 0.7
47, 5, 270, 25, 120, 4:1, 3:3, TECH_MILITARY_ENGINEERING, 0.9
47, 6, 275, 0, 0, 4:2, 1:3, TECH_THE_WHEEL, 0.0
47, 7, 155, 95, 100, 4:0, 2:1, TECH_THE_WHEEL, 0.3
47, 8, 415, 15, 100, 1:2, 1:3, TECH_HORSEBACK_RIDING, 0.3
47, 9, 340, 25, 120, 1:2, 1:3, TECH_ARCHERY, 0.5
47, 10, 65, 10, 60, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
47, 11, 120, 0, 0, 0:0, 0:0, TECH_THE_WHEEL, 0.0
47, 12, 120, 35, 115, 0:0, 0:0, NO_TECH, 0.2
47, 13, 120, 0, 10, 0:0, 0:0, TECH_IRON_WORKING, 0.0
47, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
47, 15, 100, 0, 127, 0:0, 0:0, NO_TECH, 0.0
47, 16, 100, 0, 40, 0:0, 0:0, NO_TECH, 0.0
47, 17, 0, 0, 90, 0:0, 0:0, TECH_IRON_WORKING, 1.2
47, 18, 120, 35, 120, 0:0, 0:0, TECH_IRON_WORKING, 0.1
47, 19, 120, 15, 55, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
47, 20, 50, 0, 110, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
47, 21, 120, 0, 20, 0:0, 0:0, TECH_THE_WHEEL, 0.0
47, 22, 120, 0, 60, 0:0, 0:0, TECH_IRON_WORKING, 0.0
47, 23, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
47, 24, 125, 0, 145, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
47, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
48, 0, 20, 0, 40, 1:0, 1:3, TECH_THE_WHEEL, 1.1
48, 1, 135, 25, 120, 0:0, 1:3, TECH_ENGINEERING, 0.6
48, 2, 150, 145, 0, 1:0, 1:1, TECH_ENGINEERING, 1.8
48, 3, 269, 0, 100, 3:0, 3:1, TECH_ENGINEERING, 0.4
48, 4, 315, 140, 65, 1:1, 1:3, TECH_IRON_WORKING, 0.6
48, 5, 215, 25, 120, 4:3, 3:3, TECH_MILITARY_ENGINEERING, 0.7
48, 6, 245, 0, 0, 4:2, 1:3, TECH_THE_WHEEL, 0.0
48, 7, 155, 95, 100, 4:0, 2:3, TECH_THE_WHEEL, 0.3
48, 8, 395, 15, 40, 1:2, 1:3, TECH_HORSEBACK_RIDING, 0.7
48, 9, 320, 25, 120, 1:2, 1:3, TECH_THE_WHEEL, 0.5
48, 10, 65, 0, 40, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
48, 11, 120, 0, 0, 0:0, 0:0, TECH_THE_WHEEL, 0.0
48, 12, 120, 25, 75, 0:0, 0:0, NO_TECH, 0.0
48, 13, 120, 0, 10, 0:0, 0:0, TECH_IRON_WORKING, 0.0
48, 14, 100, 0, 0, 0:0, 0:0, NO_TECH, 0.0
48, 15, 100, 0, 127, 0:0, 0:0, NO_TECH, 0.0
48, 16, 100, 0, 55, 0:0, 0:0, NO_TECH, 0.0
48, 17, 0, 0, 90, 0:0, 0:0, TECH_IRON_WORKING, 1.2
48, 18, 0, 0, 90, 0:0, 0:0, TECH_IRON_WORKING, 1.1
48, 19, 120, 15, 55, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
48, 20, 50, 0, 65, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.2
48, 21, 120, 0, 0, 0:0, 0:0, TECH_IRON_WORKING, 0.0
48, 22, 120, 0, 60, 0:0, 0:0, TECH_IRON_WORKING, 0.0
48, 23, 100, 0, 15, 0:0, 0:0, NO_TECH, 0.0
48, 24, 125, 0, 155, 0:0, 0:0, TECH_IRON_WORKING, 0.0
48, 62, 0, 0, 0, 0:0, 0:0, NO_TECH, 2.0
49, 0, 20, 0, 40, 1:0, 1:3, TECH_THE_WHEEL, 1.1
49, 1, 135, 25, 120, 0:0, 1:3, TECH_ENGINEERING, 0.6
49, 2, 150, 145, 0, 1:0, 1:1, TECH_ENGINEERING, 1.8
49, 3, 269, 0, 100, 0:0, 3:1, TECH_ENGINEERING, 0.2
49, 4, 315, 140, 65, 1:1, 1:3, TECH_IRON_WORKING, 0.7
49, 5, 165, 25, 0, 4:2, 2:3, TECH_MILITARY_ENGINEERING, 0.0
49, 6, 245, 0, 0, 4:2, 1:3, TECH_THE_WHEEL, 0.0
49, 7, 155, 70, 100, 4:0, 2:3, TECH_THE_WHEEL, 0.3
49, 8, 395, 15, 25, 1:2, 1:3, TECH_HORSEBACK_RIDING, 0.7
49, 9, 430, 25, 125, 2:1, 1:3, TECH_THE_WHEEL, 0.4
49, 10, 65, 0, 40, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.2
49, 11, 120, 0, 0, 0:0, 0:0, TECH_THE_WHEEL, 0.0
49, 12, 120, 0, 55, 0:0, 0:0, NO_TECH, 0.0
49, 13, 120, 0, 10, 0:0, 0:0, TECH_IRON_WORKING, 0.0
49, 14, 60, 0, 0, 0:0, 0:0, NO_TECH, 0.0
49, 15, 100, 0, 155, 0:0, 0:0, NO_TECH, 0.0
49, 16, 100, 0, 55, 0:0, 0:0, NO_TECH, -0.1
49, 17, 0, 0, 90, 0:0, 0:0, TECH_IRON_WORKING, 1.2
49, 18, 25, 0, 60, 0:0, 0:0, TECH_IRON_WORKING, 0.1
49, 19, 120, 15, 55, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.0
49, 20, 50, 0, 65, 0:0, 0:0, TECH_HORSEBACK_RIDING, 0.1
49, 21, 120, 0, 20, 0:0, 0:0, TECH_IRON_WORKING, 0.0
