Game Turn, Range, Value, Seed, Type, Location
1, 100, 38, 3212532464, sync, Random Diplomatic Value
1, 100, 99, 1658521705, sync, Random Diplomatic Value
1, 100, 2, 4261987054, sync, Random Diplomatic Value
1, 100, 0, 120828815, sync, Random Diplomatic Value
1, 100, 87, 22230556, sync, Random Diplomatic Value
1, 100, 88, 3767714341, sync, Random Diplomatic Value
1, 100, 11, 3812761594, sync, Random Diplomatic Value
1, 100, 50, 507640235, sync, Random Diplomatic Value
1, 100, 50, 2171312136, sync, Random Diplomatic Value
1, 100, 90, 2169658273, sync, Random Diplomatic Value
1, 100, 40, 3884073414, sync, Random Diplomatic Value
1, 100, 80, 1738835335, sync, Random Diplomatic Value
1, 100, 10, 3475385524, sync, Random Diplomatic Value
1, 100, 45, 471339229, sync, Random Diplomatic Value
1, 100, 97, 1934668882, sync, Random Diplomatic Value
1, 100, 92, 4189713187, sync, Random Diplomatic Value
1, 100, 49, 3964887072, sync, Random Diplomatic Value
1, 100, 99, 2139741657, sync, Random Diplomatic Value
1, 100, 90, 4263625630, sync, Random Diplomatic Value
1, 100, 89, 3895369343, sync, Random Diplomatic Value
1, 100, 64, 3848166988, sync, Random Diplomatic Value
1, 100, 93, 2763095701, sync, Random Diplomatic Value
1, 100, 16, 4032986026, sync, Random Diplomatic Value
1, 100, 75, 723035035, sync, Random Diplomatic Value
1, 100, 31, 3224965944, sync, Random Diplomatic Value
1, 100, 60, 1366847249, sync, Random Diplomatic Value
1, 100, 85, 2588190838, sync, Random Diplomatic Value
1, 100, 42, 3688095351, sync, Random Diplomatic Value
1, 100, 40, 1846029028, sync, Random Diplomatic Value
1, 100, 79, 1726212941, sync, Random Diplomatic Value
1, 100, 38, 3410679298, sync, Random Diplomatic Value
1, 100, 17, 1671293715, sync, Random Diplomatic Value
1, 100, 84, 730796368, sync, Random Diplomatic Value
1, 100, 33, 3608211273, sync, Random Diplomatic Value
1, 100, 96, 1452560462, sync, Random Diplomatic Value
1, 100, 48, 4159841647, sync, Random Diplomatic Value
1, 100, 99, 2086400636, sync, Random Diplomatic Value
1, 100, 56, 4277155589, sync, Random Diplomatic Value
1, 100, 50, 2414420826, sync, Random Diplomatic Value
1, 100, 67, 2158340491, sync, Random Diplomatic Value
1, 100, 87, 2897459816, sync, Random Diplomatic Value
1, 100, 55, 3754049153, sync, Random Diplomatic Value
1, 100, 76, 2374376230, sync, Random Diplomatic Value
1, 100, 52, 3284357991, sync, Random Diplomatic Value
1, 100, 45, 2252215572, sync, Random Diplomatic Value
1, 100, 72, 1951613373, sync, Random Diplomatic Value
1, 100, 44, 3131622322, sync, Random Diplomatic Value
1, 100, 63, 1931984643, sync, Random Diplomatic Value
1, 100, 11, 2742120064, sync, Random Diplomatic Value
1, 100, 2, 502742201, sync, Random Diplomatic Value
1, 100, 46, 115042558, sync, Random Diplomatic Value
1, 100, 55, 2010990687, sync, Random Diplomatic Value
1, 100, 89, 2378101420, sync, Random Diplomatic Value
1, 100, 74, 3846564725, sync, Random Diplomatic Value
1, 100, 59, 3187742474, sync, Random Diplomatic Value
1, 100, 57, 2537032571, sync, Random Diplomatic Value
1, 100, 4, 2457767320, sync, Random Diplomatic Value
1, 100, 83, 177654257, sync, Random Diplomatic Value
1, 100, 30, 3575749078, sync, Random Diplomatic Value
1, 100, 97, 1303503959, sync, Random Diplomatic Value
1, 100, 13, 4204456772, sync, Random Diplomatic Value
1, 100, 21, 574428205, sync, Random Diplomatic Value
1, 100, 48, 938835298, sync, Random Diplomatic Value
1, 100, 6, 2072407795, sync, Random Diplomatic Value
1, 100, 72, 285046704, sync, Random Diplomatic Value
1, 100, 38, 3095643689, sync, Random Diplomatic Value
1, 100, 24, 1664224686, sync, Random Diplomatic Value
1, 100, 13, 1057949519, sync, Random Diplomatic Value
1, 100, 22, 599416540, sync, Random Diplomatic Value
1, 100, 34, 963222501, sync, Random Diplomatic Value
1, 100, 9, 1469404858, sync, Random Diplomatic Value
1, 100, 42, 417253739, sync, Random Diplomatic Value
1, 100, 59, 1811713224, sync, Random Diplomatic Value
1, 100, 69, 2552041825, sync, Random Diplomatic Value
1, 100, 20, 2981241990, sync, Random Diplomatic Value
1, 100, 53, 899584327, sync, Random Diplomatic Value
1, 100, 94, 2293345652, sync, Random Diplomatic Value
1, 100, 44, 4063781533, sync, Random Diplomatic Value
1, 100, 47, 1920729874, sync, Random Diplomatic Value
1, 100, 96, 2041117411, sync, Random Diplomatic Value
1, 100, 16, 4160105696, sync, Random Diplomatic Value
1, 100, 76, 717065113, sync, Random Diplomatic Value
1, 100, 66, 3297984094, sync, Random Diplomatic Value
1, 100, 73, 2858836543, sync, Random Diplomatic Value
1, 100, 22, 3141613324, sync, Random Diplomatic Value
1, 100, 79, 953305173, sync, Random Diplomatic Value
1, 100, 81, 3394298474, sync, Random Diplomatic Value
1, 100, 7, 3513312091, sync, Random Diplomatic Value
1, 100, 64, 307279864, sync, Random Diplomatic Value
1, 100, 25, 2788955345, sync, Random Diplomatic Value
1, 100, 70, 1083358006, sync, Random Diplomatic Value
1, 100, 97, 3041417783, sync, Random Diplomatic Value
1, 100, 47, 4174732196, sync, Random Diplomatic Value
1, 100, 50, 2040278285, sync, Random Diplomatic Value
1, 100, 1, 2185712834, sync, Random Diplomatic Value
1, 100, 82, 71197395, sync, Random Diplomatic Value
1, 100, 53, 3537800720, sync, Random Diplomatic Value
1, 100, 22, 2288749833, sync, Random Diplomatic Value
1, 100, 54, 951712526, sync, Random Diplomatic Value
1, 100, 45, 2357352751, sync, Random Diplomatic Value
1, 100, 92, 1946581820, sync, Random Diplomatic Value
1, 100, 76, 3971412165, sync, Random Diplomatic Value
1, 100, 61, 3298736666, sync, Random Diplomatic Value
1, 100, 42, 2657442123, sync, Random Diplomatic Value
1, 100, 10, 1834880808, sync, Random Diplomatic Value
1, 100, 17, 446354497, sync, Random Diplomatic Value
1, 100, 45, 735993318, sync, Random Diplomatic Value
1, 100, 30, 1949187879, sync, Random Diplomatic Value
1, 100, 81, 1310258644, sync, Random Diplomatic Value
1, 100, 9, 3514790781, sync, Random Diplomatic Value
1, 100, 23, 404910706, sync, Random Diplomatic Value
1, 100, 26, 1001760451, sync, Random Diplomatic Value
1, 100, 89, 1123654464, sync, Random Diplomatic Value
1, 100, 19, 3843345017, sync, Random Diplomatic Value
1, 100, 11, 841040830, sync, Random Diplomatic Value
1, 100, 25, 499248159, sync, Random Diplomatic Value
1, 100, 60, 1081944940, sync, Random Diplomatic Value
1, 100, 89, 2584646965, sync, Random Diplomatic Value
1, 100, 37, 3853114826, sync, Random Diplomatic Value
1, 100, 63, 1596140347, sync, Random Diplomatic Value
1, 100, 7, 2747765336, sync, Random Diplomatic Value
1, 100, 35, 312496049, sync, Random Diplomatic Value
1, 100, 46, 1517292694, sync, Random Diplomatic Value
1, 100, 96, 2005876759, sync, Random Diplomatic Value
1, 100, 2, 4132404228, sync, Random Diplomatic Value
1, 100, 17, 112801261, sync, Random Diplomatic Value
1, 100, 72, 764959778, sync, Random Diplomatic Value
1, 100, 25, 3124610739, sync, Random Diplomatic Value
1, 100, 76, 1078613104, sync, Random Diplomatic Value
1, 100, 21, 3288351721, sync, Random Diplomatic Value
1, 100, 92, 939792494, sync, Random Diplomatic Value
1, 100, 8, 3963886351, sync, Random Diplomatic Value
1, 100, 19, 366495644, sync, Random Diplomatic Value
1, 100, 42, 831534501, sync, Random Diplomatic Value
1, 100, 89, 1834831226, sync, Random Diplomatic Value
1, 100, 29, 3836827947, sync, Random Diplomatic Value
1, 100, 32, 1257259400, sync, Random Diplomatic Value
1, 100, 62, 1400080161, sync, Random Diplomatic Value
1, 100, 7, 2682439494, sync, Random Diplomatic Value
1, 100, 97, 308960519, sync, Random Diplomatic Value
1, 100, 53, 4195085876, sync, Random Diplomatic Value
1, 100, 70, 2313188445, sync, Random Diplomatic Value
1, 100, 51, 3035894226, sync, Random Diplomatic Value
1, 100, 28, 2210775715, sync, Random Diplomatic Value
1, 100, 53, 1234418080, sync, Random Diplomatic Value
1, 100, 58, 2285173081, sync, Random Diplomatic Value
1, 100, 79, 2522708254, sync, Random Diplomatic Value
1, 100, 10, 3420972543, sync, Random Diplomatic Value
1, 100, 74, 470470604, sync, Random Diplomatic Value
1, 100, 92, 3216167445, sync, Random Diplomatic Value
1, 100, 88, 3965978922, sync, Random Diplomatic Value
1, 100, 58, 3789480731, sync, Random Diplomatic Value
1, 100, 72, 2533039288, sync, Random Diplomatic Value
1, 100, 42, 3120265873, sync, Random Diplomatic Value
1, 100, 83, 1821478390, sync, Random Diplomatic Value
1, 100, 17, 3581842935, sync, Random Diplomatic Value
1, 100, 62, 748768356, sync, Random Diplomatic Value
1, 100, 28, 2672570061, sync, Random Diplomatic Value
1, 100, 96, 1228968834, sync, Random Diplomatic Value
1, 100, 57, 4126972563, sync, Random Diplomatic Value
1, 100, 89, 2488847056, sync, Random Diplomatic Value
1, 100, 5, 3833195209, sync, Random Diplomatic Value
1, 100, 77, 233334222, sync, Random Diplomatic Value
1, 100, 86, 3326889199, sync, Random Diplomatic Value
1, 100, 86, 3720856572, sync, Random Diplomatic Value
1, 100, 95, 3702352517, sync, Random Diplomatic Value
1, 100, 85, 4096331994, sync, Random Diplomatic Value
1, 100, 54, 3678062859, sync, Random Diplomatic Value
1, 100, 66, 2328568808, sync, Random Diplomatic Value
1, 100, 49, 2866752001, sync, Random Diplomatic Value
1, 100, 49, 2107072678, sync, Random Diplomatic Value
1, 100, 35, 2135616231, sync, Random Diplomatic Value
1, 100, 80, 1545770644, sync, Random Diplomatic Value
1, 100, 86, 3474154813, sync, Random Diplomatic Value
1, 100, 71, 3729318194, sync, Random Diplomatic Value
1, 100, 23, 3092336259, sync, Random Diplomatic Value
1, 100, 29, 1021085696, sync, Random Diplomatic Value
1, 100, 51, 1263933497, sync, Random Diplomatic Value
1, 100, 4, 2216681086, sync, Random Diplomatic Value
1, 100, 47, 181424095, sync, Random Diplomatic Value
1, 100, 11, 2021794860, sync, Random Diplomatic Value
1, 100, 77, 477560565, sync, Random Diplomatic Value
1, 100, 9, 3336004746, sync, Random Diplomatic Value
1, 100, 15, 387189499, sync, Random Diplomatic Value
1, 100, 50, 671307544, sync, Random Diplomatic Value
1, 100, 55, 2189792625, sync, Random Diplomatic Value
1, 100, 92, 2362392406, sync, Random Diplomatic Value
1, 100, 50, 3960363991, sync, Random Diplomatic Value
1, 100, 33, 2170735812, sync, Random Diplomatic Value
1, 100, 43, 1426921389, sync, Random Diplomatic Value
1, 100, 67, 1889008354, sync, Random Diplomatic Value
1, 100, 46, 2884820595, sync, Random Diplomatic Value
1, 100, 37, 1981935920, sync, Random Diplomatic Value
1, 100, 70, 1594917289, sync, Random Diplomatic Value
1, 100, 86, 3007243054, sync, Random Diplomatic Value
1, 100, 79, 3734171343, sync, Random Diplomatic Value
1, 100, 49, 3429691484, sync, Random Diplomatic Value
1, 100, 2, 2126942053, sync, Random Diplomatic Value
1, 100, 55, 123339834, sync, Random Diplomatic Value
1, 100, 62, 2373560555, sync, Random Diplomatic Value
1, 100, 1, 2668017224, sync, Random Diplomatic Value
1, 100, 0, 85310689, sync, Random Diplomatic Value
1, 100, 2, 13904390, sync, Random Diplomatic Value
1, 100, 93, 96987335, sync, Random Diplomatic Value
1, 100, 56, 4025806580, sync, Random Diplomatic Value
1, 100, 70, 2429568541, sync, Random Diplomatic Value
1, 100, 85, 3044597906, sync, Random Diplomatic Value
1, 100, 72, 3687860835, sync, Random Diplomatic Value
1, 100, 38, 3119253088, sync, Random Diplomatic Value
1, 100, 85, 1638934297, sync, Random Diplomatic Value
1, 100, 54, 3661657054, sync, Random Diplomatic Value
1, 100, 67, 2356357567, sync, Random Diplomatic Value
1, 100, 87, 2893752460, sync, Random Diplomatic Value
1, 100, 41, 3742571477, sync, Random Diplomatic Value
1, 100, 84, 1767632874, sync, Random Diplomatic Value
1, 100, 49, 3627721435, sync, Random Diplomatic Value
1, 100, 80, 2130198904, sync, Random Diplomatic Value
1, 100, 61, 3463880785, sync, Random Diplomatic Value
1, 100, 70, 2634096822, sync, Random Diplomatic Value
1, 100, 52, 3023475127, sync, Random Diplomatic Value
1, 100, 45, 2251029796, sync, Random Diplomatic Value
1, 100, 79, 1974726797, sync, Random Diplomatic Value
1, 100, 42, 3405156930, sync, Random Diplomatic Value
1, 100, 97, 1821938259, sync, Random Diplomatic Value
1, 100, 64, 4173186960, sync, Random Diplomatic Value
1, 100, 42, 2767980681, sync, Random Diplomatic Value
1, 100, 33, 1826590862, sync, Random Diplomatic Value
1, 100, 5, 1427112111, sync, Random Diplomatic Value
1, 100, 39, 241159356, sync, Random Diplomatic Value
1, 100, 38, 1687397445, sync, Random Diplomatic Value
1, 100, 13, 1632118682, sync, Random Diplomatic Value
1, 100, 89, 585496779, sync, Random Diplomatic Value
1, 100, 75, 3854235816, sync, Random Diplomatic Value
1, 100, 19, 3259973569, sync, Random Diplomatic Value
1, 100, 80, 829498214, sync, Random Diplomatic Value
1, 100, 86, 3436795559, sync, Random Diplomatic Value
1, 100, 97, 3709531988, sync, Random Diplomatic Value
1, 100, 90, 4207875837, sync, Random Diplomatic Value
1, 100, 54, 3889958898, sync, Random Diplomatic Value
1, 100, 78, 2361046595, sync, Random Diplomatic Value
1, 100, 97, 3386520768, sync, Random Diplomatic Value
1, 100, 76, 4202374649, sync, Random Diplomatic Value
1, 100, 37, 3281467710, sync, Random Diplomatic Value
1, 100, 22, 1590195103, sync, Random Diplomatic Value
1, 100, 94, 982375660, sync, Random Diplomatic Value
1, 100, 82, 4064225461, sync, Random Diplomatic Value
1, 100, 10, 3561597770, sync, Random Diplomatic Value
1, 100, 68, 449489595, sync, Random Diplomatic Value
1, 100, 48, 2951863256, sync, Random Diplomatic Value
1, 100, 29, 2080807729, sync, Random Diplomatic Value
1, 100, 1, 1258238486, sync, Random Diplomatic Value
1, 100, 47, 49231767, sync, Random Diplomatic Value
1, 100, 54, 2023021956, sync, Random Diplomatic Value
1, 100, 4, 2331556205, sync, Random Diplomatic Value
1, 100, 39, 196368802, sync, Random Diplomatic Value
1, 100, 60, 1684387379, sync, Random Diplomatic Value
1, 100, 13, 2604944880, sync, Random Diplomatic Value
1, 100, 79, 594837353, sync, Random Diplomatic Value
1, 100, 64, 3416419822, sync, Random Diplomatic Value
1, 100, 98, 2780529295, sync, Random Diplomatic Value
1, 100, 58, 4231551260, sync, Random Diplomatic Value
1, 100, 78, 2529995045, sync, Random Diplomatic Value
1, 100, 87, 3360389882, sync, Random Diplomatic Value
1, 100, 66, 3740776619, sync, Random Diplomatic Value
1, 100, 74, 2835344136, sync, Random Diplomatic Value
1, 100, 88, 3200496289, sync, Random Diplomatic Value
1, 100, 84, 3813035206, sync, Random Diplomatic Value
1, 100, 96, 3614913671, sync, Random Diplomatic Value
1, 100, 45, 4146900916, sync, Random Diplomatic Value
1, 100, 68, 1959253981, sync, Random Diplomatic Value
1, 100, 2, 2932502354, sync, Random Diplomatic Value
1, 100, 88, 92836387, sync, Random Diplomatic Value
1, 100, 25, 3787395872, sync, Random Diplomatic Value
1, 100, 71, 1089410265, sync, Random Diplomatic Value
1, 100, 92, 3069980318, sync, Random Diplomatic Value
1, 100, 81, 3955764607, sync, Random Diplomatic Value
1, 100, 98, 3511828812, sync, Random Diplomatic Value
1, 100, 7, 4239598997, sync, Random Diplomatic Value
1, 100, 93, 335058602, sync, Random Diplomatic Value
1, 100, 73, 4030472859, sync, Random Diplomatic Value
1, 100, 89, 3137873464, sync, Random Diplomatic Value
1, 100, 6, 3849160209, sync, Random Diplomatic Value
1, 100, 53, 279016310, sync, Random Diplomatic Value
1, 100, 25, 2301644151, sync, Random Diplomatic Value
1, 100, 35, 1110797796, sync, Random Diplomatic Value
1, 100, 44, 1519612493, sync, Random Diplomatic Value
1, 100, 35, 1915310338, sync, Random Diplomatic Value
1, 100, 28, 1540508179, sync, Random Diplomatic Value
1, 100, 26, 1221428304, sync, Random Diplomatic Value
1, 100, 67, 1135732297, sync, Random Diplomatic Value
1, 100, 65, 2891938638, sync, Random Diplomatic Value
1, 100, 10, 2827842671, sync, Random Diplomatic Value
1, 100, 85, 445551996, sync, Random Diplomatic Value
1, 100, 5, 3660160517, sync, Random Diplomatic Value
1, 100, 12, 247201370, sync, Random Diplomatic Value
1, 100, 12, 556198027, sync, Random Diplomatic Value
1, 100, 32, 518884712, sync, Random Diplomatic Value
1, 100, 71, 1386943873, sync, Random Diplomatic Value
1, 100, 1, 3056313894, sync, Random Diplomatic Value
1, 100, 74, 77169255, sync, Random Diplomatic Value
1, 100, 63, 3183613972, sync, Random Diplomatic Value
1, 100, 81, 2725415101, sync, Random Diplomatic Value
1, 100, 11, 3483106994, sync, Random Diplomatic Value
1, 100, 88, 481418755, sync, Random Diplomatic Value
1, 100, 36, 3803357568, sync, Random Diplomatic Value
1, 100, 46, 1547957177, sync, Random Diplomatic Value
1, 100, 97, 2001163262, sync, Random Diplomatic Value
1, 100, 29, 4184495967, sync, Random Diplomatic Value
1, 100, 37, 1264604588, sync, Random Diplomatic Value
1, 100, 25, 1629950581, sync, Random Diplomatic Value
1, 100, 52, 1086370314, sync, Random Diplomatic Value
1, 100, 54, 2248608379, sync, Random Diplomatic Value
1, 100, 87, 2354258072, sync, Random Diplomatic Value
1, 100, 20, 3772997873, sync, Random Diplomatic Value
1, 100, 82, 868213974, sync, Random Diplomatic Value
1, 100, 47, 3555840855, sync, Random Diplomatic Value
1, 100, 89, 2024123972, sync, Random Diplomatic Value
1, 100, 78, 3862698797, sync, Random Diplomatic Value
1, 100, 71, 3383588962, sync, Random Diplomatic Value
1, 100, 34, 3075886579, sync, Random Diplomatic Value
1, 100, 41, 1483827888, sync, Random Diplomatic Value
1, 100, 21, 1793867049, sync, Random Diplomatic Value
1, 100, 56, 938391726, sync, Random Diplomatic Value
1, 100, 10, 2440943183, sync, Random Diplomatic Value
1, 100, 68, 435847644, sync, Random Diplomatic Value
1, 100, 7, 2942468837, sync, Random Diplomatic Value
1, 100, 39, 317829562, sync, Random Diplomatic Value
1, 100, 41, 1693157483, sync, Random Diplomatic Value
1, 100, 32, 1771823048, sync, Random Diplomatic Value
1, 100, 8, 1379756129, sync, Random Diplomatic Value
1, 100, 5, 368652166, sync, Random Diplomatic Value
1, 100, 36, 255344711, sync, Random Diplomatic Value
1, 100, 38, 1551052916, sync, Random Diplomatic Value
1, 100, 60, 1669802397, sync, Random Diplomatic Value
1, 100, 26, 2611527186, sync, Random Diplomatic Value
1, 100, 10, 1152293347, sync, Random Diplomatic Value
1, 100, 43, 432857056, sync, Random Diplomatic Value
1, 100, 7, 1873920665, sync, Random Diplomatic Value
1, 100, 66, 324053342, sync, Random Diplomatic Value
1, 100, 68, 2846290239, sync, Random Diplomatic Value
1, 100, 24, 2941262348, sync, Random Diplomatic Value
1, 100, 49, 1045622613, sync, Random Diplomatic Value
1, 100, 14, 2130312554, sync, Random Diplomatic Value
1, 100, 98, 631464539, sync, Random Diplomatic Value
1, 100, 75, 4226468600, sync, Random Diplomatic Value
1, 100, 77, 3231722449, sync, Random Diplomatic Value
1, 100, 29, 3325199926, sync, Random Diplomatic Value
1, 100, 36, 1277937975, sync, Random Diplomatic Value
1, 100, 42, 1568513700, sync, Random Diplomatic Value
1, 100, 41, 1806349325, sync, Random Diplomatic Value
1, 100, 46, 1771622338, sync, Random Diplomatic Value
1, 100, 55, 2003419603, sync, Random Diplomatic Value
1, 100, 97, 2370306320, sync, Random Diplomatic Value
1, 100, 88, 4200301577, sync, Random Diplomatic Value
1, 100, 93, 3811059214, sync, Random Diplomatic Value
1, 100, 84, 4035225647, sync, Random Diplomatic Value
1, 100, 32, 3608419900, sync, Random Diplomatic Value
1, 100, 74, 1395611589, sync, Random Diplomatic Value
1, 100, 25, 3208942874, sync, Random Diplomatic Value
1, 100, 59, 1102944331, sync, Random Diplomatic Value
1, 100, 5, 2535645736, sync, Random Diplomatic Value
1, 100, 22, 229813057, sync, Random Diplomatic Value
1, 100, 55, 981919974, sync, Random Diplomatic Value
1, 100, 66, 2387308071, sync, Random Diplomatic Value
1, 100, 82, 2866280660, sync, Random Diplomatic Value
1, 100, 93, 3552426621, sync, Random Diplomatic Value
1, 100, 54, 4031294834, sync, Random Diplomatic Value
1, 100, 25, 2348205507, sync, Random Diplomatic Value
1, 100, 60, 1076219456, sync, Random Diplomatic Value
1, 100, 89, 2591064441, sync, Random Diplomatic Value
1, 100, 47, 3857723070, sync, Random Diplomatic Value
1, 100, 18, 2054552351, sync, Random Diplomatic Value
1, 100, 43, 800689772, sync, Random Diplomatic Value
1, 100, 99, 1861139509, sync, Random Diplomatic Value
1, 100, 20, 4277958858, sync, Random Diplomatic Value
1, 100, 80, 881404475, sync, Random Diplomatic Value
1, 100, 32, 3454477656, sync, Random Diplomatic Value
1, 100, 64, 1390143153, sync, Random Diplomatic Value
1, 100, 21, 2781960086, sync, Random Diplomatic Value
1, 100, 86, 920006423, sync, Random Diplomatic Value
1, 100, 39, 3730128644, sync, Random Diplomatic Value
1, 100, 20, 1687633133, sync, Random Diplomatic Value
1, 100, 22, 893605666, sync, Random Diplomatic Value
1, 100, 8, 948217267, sync, Random Diplomatic Value
1, 100, 30, 375998320, sync, Random Diplomatic Value
1, 100, 43, 1329052393, sync, Random Diplomatic Value
1, 100, 69, 1860420462, sync, Random Diplomatic Value
1, 100, 35, 2979654159, sync, Random Diplomatic Value
1, 100, 74, 1517513372, sync, Random Diplomatic Value
1, 100, 3, 3192396965, sync, Random Diplomatic Value
1, 100, 41, 168601722, sync, Random Diplomatic Value
1, 100, 63, 1796544555, sync, Random Diplomatic Value
1, 100, 31, 2711262344, sync, Random Diplomatic Value
1, 100, 15, 1363336737, sync, Random Diplomatic Value
1, 100, 95, 665637446, sync, Random Diplomatic Value
1, 100, 17, 4106947591, sync, Random Diplomatic Value
1, 100, 29, 747139380, sync, Random Diplomatic Value
1, 100, 21, 1255029597, sync, Random Diplomatic Value
1, 100, 61, 919850194, sync, Random Diplomatic Value
1, 100, 47, 2634178979, sync, Random Diplomatic Value
1, 100, 96, 2060807328, sync, Random Diplomatic Value
1, 100, 58, 4156043353, sync, Random Diplomatic Value
1, 100, 27, 2516444190, sync, Random Diplomatic Value
1, 100, 16, 1171223807, sync, Random Diplomatic Value
1, 100, 53, 724873932, sync, Random Diplomatic Value
1, 100, 98, 2310174997, sync, Random Diplomatic Value
1, 100, 20, 4246742058, sync, Random Diplomatic Value
1, 100, 69, 875586075, sync, Random Diplomatic Value
1, 100, 88, 2992648120, sync, Random Diplomatic Value
1, 100, 48, 3788411281, sync, Random Diplomatic Value
1, 100, 70, 2087999734, sync, Random Diplomatic Value
1, 100, 58, 3035170039, sync, Random Diplomatic Value
1, 100, 52, 2495909732, sync, Random Diplomatic Value
1, 100, 60, 2260317645, sync, Random Diplomatic Value
1, 100, 19, 2617577090, sync, Random Diplomatic Value
1, 100, 55, 857667987, sync, Random Diplomatic Value
1, 100, 76, 2397912528, sync, Random Diplomatic Value
1, 100, 90, 3266896329, sync, Random Diplomatic Value
1, 100, 11, 3891892430, sync, Random Diplomatic Value
1, 100, 84, 481663983, sync, Random Diplomatic Value
1, 100, 64, 3635439356, sync, Random Diplomatic Value
1, 100, 95, 2774847877, sync, Random Diplomatic Value
1, 100, 68, 4121029594, sync, Random Diplomatic Value
1, 100, 43, 2959738891, sync, Random Diplomatic Value
1, 100, 39, 1864038120, sync, Random Diplomatic Value
1, 100, 67, 1696989441, sync, Random Diplomatic Value
1, 100, 56, 2906844070, sync, Random Diplomatic Value
1, 100, 6, 2444171751, sync, Random Diplomatic Value
1, 100, 36, 287086996, sync, Random Diplomatic Value
1, 100, 39, 1550887997, sync, Random Diplomatic Value
1, 100, 74, 1688345650, sync, Random Diplomatic Value
1, 100, 35, 3192483203, sync, Random Diplomatic Value
1, 100, 62, 1525922560, sync, Random Diplomatic Value
1, 100, 8, 2663436089, sync, Random Diplomatic Value
1, 100, 25, 374458750, sync, Random Diplomatic Value
1, 100, 17, 1101749983, sync, Random Diplomatic Value
1, 100, 88, 744064812, sync, Random Diplomatic Value
1, 100, 75, 3780519413, sync, Random Diplomatic Value
1, 100, 75, 3250388874, sync, Random Diplomatic Value
1, 100, 27, 3255896571, sync, Random Diplomatic Value
1, 100, 20, 1164831256, sync, Random Diplomatic Value
1, 100, 74, 867183729, sync, Random Diplomatic Value
1, 100, 76, 3220408918, sync, Random Diplomatic Value
1, 100, 77, 3277605591, sync, Random Diplomatic Value
1, 100, 76, 3328413636, sync, Random Diplomatic Value
1, 100, 59, 3284803245, sync, Random Diplomatic Value
1, 100, 23, 2570450402, sync, Random Diplomatic Value
1, 100, 99, 1001438579, sync, Random Diplomatic Value
1, 100, 66, 4260095024, sync, Random Diplomatic Value
1, 100, 65, 2853632169, sync, Random Diplomatic Value
1, 100, 83, 2806091310, sync, Random Diplomatic Value
1, 100, 69, 3587161551, sync, Random Diplomatic Value
1, 100, 47, 2992837468, sync, Random Diplomatic Value
1, 100, 56, 2034071141, sync, Random Diplomatic Value
1, 100, 98, 2421972794, sync, Random Diplomatic Value
1, 100, 81, 4248070123, sync, Random Diplomatic Value
1, 100, 5, 3518761288, sync, Random Diplomatic Value
1, 100, 40, 227808225, sync, Random Diplomatic Value
1, 100, 56, 1730229510, sync, Random Diplomatic Value
1, 100, 20, 2414843847, sync, Random Diplomatic Value
1, 100, 84, 875327988, sync, Random Diplomatic Value
1, 100, 98, 3629976861, sync, Random Diplomatic Value
1, 100, 82, 4211841938, sync, Random Diplomatic Value
1, 100, 86, 3527666019, sync, Random Diplomatic Value
1, 100, 63, 3717773664, sync, Random Diplomatic Value
1, 100, 64, 2730647065, sync, Random Diplomatic Value
1, 100, 0, 2781077214, sync, Random Diplomatic Value
1, 100, 91, 112831, sync, Random Diplomatic Value
1, 100, 51, 3921677196, sync, Random Diplomatic Value
1, 100, 62, 2224145109, sync, Random Diplomatic Value
1, 100, 59, 2703952618, sync, Random Diplomatic Value
1, 100, 5, 2544050651, sync, Random Diplomatic Value
1, 100, 54, 254301304, sync, Random Diplomatic Value
1, 100, 69, 2327361361, sync, Random Diplomatic Value
1, 100, 23, 2988895158, sync, Random Diplomatic Value
1, 100, 39, 992477367, sync, Random Diplomatic Value
1, 100, 28, 1690976292, sync, Random Diplomatic Value
1, 100, 70, 1233155981, sync, Random Diplomatic Value
1, 100, 76, 3022916930, sync, Random Diplomatic Value
1, 100, 83, 3266441555, sync, Random Diplomatic Value
1, 100, 33, 3598531216, sync, Random Diplomatic Value
1, 100, 31, 1451884425, sync, Random Diplomatic Value
1, 100, 86, 1368636302, sync, Random Diplomatic Value
1, 100, 45, 3705687983, sync, Random Diplomatic Value
1, 100, 40, 1948479420, sync, Random Diplomatic Value
1, 100, 95, 1720322885, sync, Random Diplomatic Value
1, 100, 34, 4103340698, sync, Random Diplomatic Value
1, 100, 52, 1491875787, sync, Random Diplomatic Value
1, 100, 54, 2274741160, sync, Random Diplomatic Value
1, 100, 73, 2328172225, sync, Random Diplomatic Value
1, 100, 96, 3172970086, sync, Random Diplomatic Value
1, 100, 11, 4135880103, sync, Random Diplomatic Value
1, 100, 79, 491780692, sync, Random Diplomatic Value
1, 100, 2, 3393936893, sync, Random Diplomatic Value
1, 100, 34, 124275442, sync, Random Diplomatic Value
1, 100, 42, 1466553667, sync, Random Diplomatic Value
1, 100, 7, 1809606592, sync, Random Diplomatic Value
1, 100, 80, 318037241, sync, Random Diplomatic Value
1, 100, 43, 3475776574, sync, Random Diplomatic Value
1, 100, 27, 1858765471, sync, Random Diplomatic Value
1, 100, 24, 1174421484, sync, Random Diplomatic Value
1, 100, 98, 1042108341, sync, Random Diplomatic Value
