Game Turn, Event, Attacker, Unit, Defender, Unit, Mayhem, Current Total
40, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 147.5
40, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 148.0
40, Barb Combat, 63, UNIT_QUADRIREME, 4, UNIT_WARRIOR, 0.5, 148.5
41, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 149.0
41, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 149.5
41, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_SCOUT, 0.5, 150.0
41, Barb Combat, 63, UNIT_WARRIOR, 7, UNIT_WARRIOR, 0.5, 150.5
41, Barb Combat, 63, UNIT_QUADRIREME, 4, UNIT_WARRIOR, 0.5, 151.0
42, Barb Combat, 7, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 151.5
42, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 152.0
42, Barb Combat, 63, UNIT_SLINGER, 20, UNIT_WARRIOR, 0.5, 152.5
42, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_SCOUT, 0.5, 153.0
42, Barb Combat, 63, UNIT_SPEARMAN, 7, UNIT_SCOUT, 0.5, 153.5
42, Barb Combat, 63, UNIT_WARRIOR, 7, UNIT_WARRIOR, 0.5, 154.0
42, Barb Death, 7, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 154.5
42, Barb Combat, 63, UNIT_SLINGER, 19, UNIT_WARRIOR, 0.5, 155.0
42, Barb Combat, 63, UNIT_QUADRIREME, 4, UNIT_WARRIOR, 0.5, 155.5
43, Barb Combat, 3, UNIT_AZTEC_EAGLE_WARRIOR, 63, UNIT_SCOUT, 0.5, 156.0
43, Barb Combat, 4, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 156.5
43, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 157.0
43, Barb Combat, 6, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 157.5
43, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 158.0
43, Barb Combat, 12, District, 63, UNIT_SPEARMAN, 0.5, 158.5
43, Barb Combat, 63, UNIT_SLINGER, 8, UNIT_WARRIOR, 0.5, 159.0
43, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 159.5
43, Barb Combat, 63, UNIT_SLINGER, 19, UNIT_WARRIOR, 0.5, 160.0
43, Barb Combat, 63, UNIT_SPEARMAN, 18, UNIT_WARRIOR, 0.5, 160.5
44, Barb Combat, 4, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 161.0
44, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 161.5
44, Barb Combat, 8, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 162.0
44, Barb Combat, 12, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 162.5
44, Barb Combat, 18, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 163.0
44, Barb Combat, 22, District, 63, UNIT_QUADRIREME, 0.5, 163.5
44, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 164.0
44, Barb Death, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 164.5
44, Barb Combat, 63, UNIT_SLINGER, 8, UNIT_WARRIOR, 0.5, 165.0
44, Barb Combat, 63, UNIT_GALLEY, 5, UNIT_GALLEY, 0.5, 165.5
44, Barb Combat, 63, UNIT_SLINGER, 7, UNIT_SCOUT, 0.5, 166.0
44, Barb Combat, 63, UNIT_SPEARMAN, 18, UNIT_WARRIOR, 0.5, 166.5
45, Barb Combat, 1, UNIT_SLINGER, 63, UNIT_SPEARMAN, 0.5, 167.0
45, Declare war, 4, , 2, , 4.0, 171.0
45, Declare war, 10, , 2, , 2.0, 173.0
45, Barb Combat, 4, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 173.5
45, Barb Combat, 5, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 174.0
45, Barb Combat, 5, District, 63, UNIT_SCOUT, 0.5, 174.5
45, Death, 5, DISTRICT_CITY_CENTER, 63, UNIT_SCOUT, 1.0, 175.5
45, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 176.0
45, Barb Death, 6, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 176.5
45, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 177.0
45, Barb Combat, 22, District, 63, UNIT_QUADRIREME, 0.5, 177.5
45, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 178.0
45, Barb Combat, 63, UNIT_SLINGER, 8, UNIT_WARRIOR, 0.5, 178.5
45, Barb Combat, 63, UNIT_GALLEY, 5, UNIT_GALLEY, 0.5, 179.0
45, Barb Combat, 63, UNIT_SLINGER, 19, UNIT_WARRIOR, 0.5, 179.5
45, Barb Combat, 63, UNIT_QUADRIREME, 3, UNIT_SLINGER, 0.5, 180.0
46, Barb Combat, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SPEARMAN, 0.5, 180.5
46, Barb Death, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SPEARMAN, 0.5, 181.0
46, Combat, 2, UNIT_SLINGER, 4, UNIT_SCOUT, 1.0, 182.0
46, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 183.0
46, Combat, 2, UNIT_WARRIOR, 4, UNIT_SLINGER, 1.0, 184.0
46, Barb Combat, 3, UNIT_SLINGER, 63, UNIT_QUADRIREME, 0.5, 184.5
46, Combat, 4, UNIT_SCOUT, 2, UNIT_WARRIOR, 1.0, 185.5
46, Barb Combat, 4, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 186.0
46, Barb Death, 63, UNIT_GALLEY, 4, UNIT_GALLEY, 0.5, 186.5
46, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 187.5
46, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 188.5
46, Barb Combat, 5, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 189.0
46, Barb Combat, 7, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 189.5
46, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 190.0
46, Barb Combat, 8, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 190.5
46, Barb Death, 8, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 191.0
46, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 191.5
46, Barb Combat, 22, District, 63, UNIT_QUADRIREME, 0.5, 192.0
46, Barb Combat, 63, UNIT_SCOUT, 1, UNIT_GAUL_GAESATAE, 0.5, 192.5
46, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 193.0
46, Barb Combat, 63, UNIT_SLINGER, 8, UNIT_WARRIOR, 0.5, 193.5
46, Barb Combat, 63, UNIT_SPEARMAN, 8, UNIT_WARRIOR, 0.5, 194.0
46, Barb Death, 8, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 194.5
46, Barb Combat, 63, UNIT_GALLEY, 5, UNIT_GALLEY, 0.5, 195.0
46, Barb Death, 5, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 195.5
46, Barb Combat, 63, UNIT_SLINGER, 19, UNIT_WARRIOR, 0.5, 196.0
46, Barb Combat, 63, UNIT_QUADRIREME, 11, UNIT_WARRIOR, 0.5, 196.5
47, Barb Combat, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SCOUT, 0.5, 197.0
47, Barb Death, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SCOUT, 0.5, 197.5
47, Combat, 2, UNIT_SLINGER, 4, UNIT_SCOUT, 1.0, 198.5
47, Death, 2, UNIT_SLINGER, 4, UNIT_SCOUT, 1.0, 199.5
47, Combat, 2, UNIT_WARRIOR, 4, UNIT_SLINGER, 1.0, 200.5
47, Death, 2, UNIT_WARRIOR, 4, UNIT_SLINGER, 1.0, 201.5
47, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 202.5
47, Death, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 203.5
47, Barb Combat, 5, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 204.0
47, Barb Death, 5, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 204.5
47, Barb Combat, 7, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 205.0
47, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 205.5
47, Barb Death, 9, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 206.0
47, Barb Combat, 22, District, 63, UNIT_QUADRIREME, 0.5, 206.5
47, Barb Combat, 63, UNIT_SLINGER, 8, UNIT_WARRIOR, 0.5, 207.0
47, Barb Death, 63, UNIT_SLINGER, 8, UNIT_WARRIOR, 0.5, 207.5
47, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 208.0
47, Barb Combat, 63, UNIT_SLINGER, 19, UNIT_WARRIOR, 0.5, 208.5
48, Combat, 2, UNIT_SLINGER, 4, UNIT_WARRIOR, 1.0, 209.5
48, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 210.5
48, Combat, 2, UNIT_SPEARMAN, 4, UNIT_WARRIOR, 1.0, 211.5
48, Combat, 4, UNIT_WARRIOR, 2, UNIT_SPEARMAN, 1.0, 212.5
48, Combat, 4, UNIT_WARRIOR, 2, UNIT_SPEARMAN, 1.0, 213.5
48, Combat, 4, UNIT_WARRIOR, 2, UNIT_SLINGER, 1.0, 214.5
48, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 215.5
48, Death, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 216.5
48, Barb Combat, 7, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 217.0
48, Barb Death, 7, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 217.5
48, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 218.0
48, Barb Combat, 8, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 218.5
48, Barb Combat, 22, District, 63, UNIT_QUADRIREME, 0.5, 219.0
48, Barb Combat, 63, UNIT_SLINGER, 8, UNIT_WARRIOR, 0.5, 219.5
48, Barb Combat, 63, UNIT_QUADRIREME, 9, UNIT_WARRIOR, 0.5, 220.0
48, Barb Combat, 63, UNIT_SPEARMAN, 6, UNIT_SCOUT, 0.5, 220.5
48, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 221.0
48, Barb Combat, 63, UNIT_QUADRIREME, 4, UNIT_WARRIOR, 0.5, 221.5
49, Barb Combat, 1, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 222.0
49, Barb Death, 1, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 222.5
49, Combat, 4, UNIT_WARRIOR, 2, UNIT_SPEARMAN, 1.0, 223.5
49, Death, 4, UNIT_WARRIOR, 2, UNIT_SPEARMAN, 1.0, 224.5
49, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 225.0
49, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 225.5
49, Barb Death, 5, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 226.0
49, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 226.5
49, Barb Death, 5, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 227.0
49, Barb Combat, 6, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 227.5
49, Barb Combat, 8, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 228.0
49, Barb Death, 8, UNIT_WARRIOR, 63, UNIT_SLINGER, 0.5, 228.5
49, Barb Combat, 22, District, 63, UNIT_QUADRIREME, 0.5, 229.0
49, Death, 22, DISTRICT_CITY_CENTER, 63, UNIT_QUADRIREME, 1.0, 230.0
49, Barb Combat, 63, UNIT_QUADRIREME, 4, UNIT_WARRIOR, 0.5, 230.5
50, Barb Combat, 1, District, 63, UNIT_GALLEY, 0.5, 231.0
50, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 232.0
50, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 233.0
50, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 234.0
50, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 235.0
50, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 235.5
50, Barb Combat, 63, UNIT_SLINGER, 3, UNIT_AZTEC_EAGLE_WARRIOR, 0.5, 236.0
50, Barb Combat, 63, UNIT_WARRIOR, 6, UNIT_SCOUT, 0.5, 236.5
50, Barb Combat, 63, UNIT_SLINGER, 7, UNIT_SCOUT, 0.5, 237.0
50, Improvement Pillaged, -1, , 1, IMPROVEMENT_FISHING_BOATS, 1.0, 238.0
51, Barb Combat, 1, District, 63, UNIT_GALLEY, 0.5, 238.5
51, Declare war, 11, , 4, , 2.0, 240.5
51, Declare war, 10, , 11, , 2.0, 242.5
51, Declare war, 11, , 10, , 2.0, 244.5
51, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 245.5
51, Death, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 246.5
51, Barb Combat, 3, UNIT_AZTEC_EAGLE_WARRIOR, 63, UNIT_SLINGER, 0.5, 247.0
51, Barb Combat, 4, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 247.5
51, Barb Death, 4, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 248.0
51, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 249.0
51, Death, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 250.0
51, Combat, 4, UNIT_WARRIOR, 2, UNIT_SLINGER, 1.0, 251.0
51, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 251.5
51, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 252.0
51, Combat, 11, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 253.0
51, Combat, 11, District, 4, UNIT_WARRIOR, 1.0, 254.0
51, Barb Combat, 63, UNIT_WARRIOR, 3, District, 0.5, 254.5
52, Barb Combat, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SPEARMAN, 0.5, 255.0
52, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 256.0
52, Death, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 257.0
52, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 258.0
52, Combat, 4, UNIT_WARRIOR, 11, UNIT_WARRIOR, 1.0, 259.0
52, Combat, 4, UNIT_WARRIOR, 11, UNIT_WARRIOR, 1.0, 260.0
52, Death, 4, UNIT_WARRIOR, 11, UNIT_WARRIOR, 1.0, 261.0
52, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 261.5
52, Combat, 11, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 262.5
52, Death, 11, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 263.5
52, Combat, 11, District, 4, UNIT_WARRIOR, 1.0, 264.5
52, Barb Combat, 63, UNIT_SLINGER, 3, District, 0.5, 265.0
52, Barb Combat, 63, UNIT_WARRIOR, 3, District, 0.5, 265.5
52, Barb Combat, 63, UNIT_QUADRIREME, 3, District, 0.5, 266.0
53, Improvement Pillaged, -1, , 19, IMPROVEMENT_FARM, 1.0, 267.0
53, Barb Combat, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SPEARMAN, 0.5, 267.5
53, Barb Death, 1, UNIT_GAUL_GAESATAE, 63, UNIT_SPEARMAN, 0.5, 268.0
53, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 269.0
53, Barb Combat, 3, UNIT_SLINGER, 63, UNIT_QUADRIREME, 0.5, 269.5
53, Barb Combat, 3, UNIT_AZTEC_EAGLE_WARRIOR, 63, UNIT_SLINGER, 0.5, 270.0
53, Barb Death, 3, UNIT_AZTEC_EAGLE_WARRIOR, 63, UNIT_SLINGER, 0.5, 270.5
53, Combat, 4, UNIT_WARRIOR, 11, UNIT_WARRIOR, 1.0, 271.5
53, Combat, 4, UNIT_SCOUT, 11, UNIT_WARRIOR, 1.0, 272.5
53, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 273.0
53, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 273.5
53, Barb Death, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 274.0
53, Combat, 11, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 275.0
53, Combat, 11, UNIT_WARRIOR, 4, UNIT_SCOUT, 1.0, 276.0
53, Combat, 11, District, 4, UNIT_WARRIOR, 1.0, 277.0
53, Death, 11, DISTRICT_CITY_CENTER, 4, UNIT_WARRIOR, 1.0, 278.0
53, Barb Combat, 63, UNIT_WARRIOR, 3, District, 0.5, 278.5
53, Barb Combat, 63, UNIT_WARRIOR, 6, UNIT_WARRIOR, 0.5, 279.0
53, Barb Combat, 63, UNIT_SLINGER, 19, UNIT_WARRIOR, 0.5, 279.5
53, Barb Combat, 63, UNIT_QUADRIREME, 11, UNIT_WARRIOR, 0.5, 280.0
54, Barb Combat, 1, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 280.5
54, Barb Death, 1, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 281.0
54, Combat, 2, UNIT_HEAVY_CHARIOT, 4, UNIT_WARRIOR, 1.0, 282.0
54, Barb Combat, 3, UNIT_SLINGER, 63, UNIT_WARRIOR, 0.5, 282.5
54, Barb Death, 3, UNIT_SLINGER, 63, UNIT_WARRIOR, 0.5, 283.0
54, Combat, 4, UNIT_WARRIOR, 2, District, 1.0, 284.0
54, Barb Combat, 8, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 284.5
54, Combat, 11, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 285.5
54, Death, 4, UNIT_WARRIOR, 11, UNIT_WARRIOR, 1.0, 286.5
54, Combat, 11, District, 4, UNIT_SCOUT, 1.0, 287.5
54, Barb Combat, 63, UNIT_WARRIOR, 6, UNIT_WARRIOR, 0.5, 288.0
54, Barb Death, 6, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 288.5
54, Barb Combat, 63, UNIT_GALLEY, 8, UNIT_GALLEY, 0.5, 289.0
54, Barb Combat, 63, UNIT_SLINGER, 7, UNIT_SCOUT, 0.5, 289.5
54, Barb Combat, 63, UNIT_QUADRIREME, 11, UNIT_WARRIOR, 0.5, 290.0
55, Combat, 2, UNIT_HEAVY_CHARIOT, 4, District, 1.0, 291.0
55, Barb Combat, 3, UNIT_SLINGER, 63, UNIT_QUADRIREME, 0.5, 291.5
55, Barb Death, 3, UNIT_SLINGER, 63, UNIT_QUADRIREME, 0.5, 292.0
55, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 293.0
55, Barb Combat, 8, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 293.5
55, Barb Combat, 8, District, 63, UNIT_GALLEY, 0.5, 294.0
55, Combat, 10, UNIT_ARCHER, 2, UNIT_HEAVY_CHARIOT, 1.0, 295.0
55, Combat, 11, District, 4, UNIT_SCOUT, 1.0, 296.0
55, Death, 11, DISTRICT_CITY_CENTER, 4, UNIT_SCOUT, 1.0, 297.0
55, Barb Combat, 63, UNIT_WARRIOR, 6, UNIT_WARRIOR, 0.5, 297.5
55, Barb Combat, 63, UNIT_GALLEY, 8, UNIT_GALLEY, 0.5, 298.0
55, Barb Death, 63, UNIT_GALLEY, 8, UNIT_GALLEY, 0.5, 298.5
55, Barb Combat, 63, UNIT_SLINGER, 19, UNIT_WARRIOR, 0.5, 299.0
55, Improvement Pillaged, -1, , 8, IMPROVEMENT_FISHING_BOATS, 1.0, 300.0
55, Barb Combat, 63, UNIT_QUADRIREME, 2, UNIT_WARRIOR, 0.5, 300.5
56, Improvement Pillaged, -1, , 4, IMPROVEMENT_FARM, 1.0, 301.5
56, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 302.5
56, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 303.5
56, Death, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 304.5
56, Combat, 4, UNIT_WARRIOR, 2, District, 1.0, 305.5
56, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 306.0
56, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 306.5
56, Barb Combat, 8, District, 63, UNIT_GALLEY, 0.5, 307.0
56, Barb Combat, 8, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 307.5
56, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 308.0
56, Barb Combat, 63, UNIT_WARRIOR, 19, UNIT_WARRIOR, 0.5, 308.5
56, Barb Death, 19, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 309.0
56, Barb Combat, 63, UNIT_SLINGER, 19, UNIT_WARRIOR, 0.5, 309.5
56, Barb Combat, 63, UNIT_QUADRIREME, 2, UNIT_WARRIOR, 0.5, 310.0
56, Barb Death, 63, UNIT_QUADRIREME, 2, UNIT_WARRIOR, 0.5, 310.5
57, Barb Combat, 1, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 311.0
57, Barb Combat, 3, UNIT_SLINGER, 63, UNIT_GALLEY, 0.5, 311.5
57, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 312.5
57, Death, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 313.5
57, Combat, 4, UNIT_WARRIOR, 2, UNIT_SLINGER, 1.0, 314.5
57, Combat, 4, UNIT_WARRIOR, 2, District, 1.0, 315.5
57, Barb Combat, 5, UNIT_GALLEY, 63, UNIT_QUADRIREME, 0.5, 316.0
57, Barb Combat, 8, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 316.5
57, Barb Death, 8, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 317.0
57, Combat, 10, UNIT_ARCHER, 2, UNIT_SLINGER, 1.0, 318.0
57, Death, 10, UNIT_ARCHER, 2, UNIT_SLINGER, 1.0, 319.0
57, Barb Combat, 19, District, 63, UNIT_SCOUT, 0.5, 319.5
57, Barb Combat, 21, District, 63, UNIT_GALLEY, 0.5, 320.0
57, Barb Combat, 63, UNIT_WARRIOR, 6, UNIT_SCOUT, 0.5, 320.5
57, Barb Combat, 63, UNIT_QUADRIREME, 5, UNIT_GALLEY, 0.5, 321.0
57, Barb Combat, 63, UNIT_GALLEY, 1, UNIT_GALLEY, 0.5, 321.5
57, Barb Combat, 63, UNIT_GALLEY, 8, UNIT_GALLEY, 0.5, 322.0
57, Barb Death, 8, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 322.5
58, Barb Combat, 1, District, 63, UNIT_GALLEY, 0.5, 323.0
58, Barb Combat, 1, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 323.5
58, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 324.5
58, Barb Combat, 3, UNIT_SLINGER, 63, UNIT_WARRIOR, 0.5, 325.0
58, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 326.0
58, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 327.0
58, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 327.5
58, Barb Combat, 8, UNIT_ARCHER, 63, UNIT_GALLEY, 0.5, 328.0
58, Barb Combat, 8, District, 63, UNIT_GALLEY, 0.5, 328.5
58, Death, 8, DISTRICT_CITY_CENTER, 63, UNIT_GALLEY, 1.0, 329.5
58, Combat, 11, District, 4, UNIT_WARRIOR, 1.0, 330.5
58, Barb Combat, 19, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 331.0
58, Barb Combat, 63, UNIT_WARRIOR, 3, District, 0.5, 331.5
58, Barb Combat, 63, UNIT_GALLEY, 1, UNIT_GALLEY, 0.5, 332.0
59, Barb Combat, 0, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 332.5
59, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 333.5
59, Combat, 2, UNIT_SCOUT, 4, UNIT_WARRIOR, 1.0, 334.5
59, Barb Combat, 3, UNIT_SLINGER, 63, UNIT_WARRIOR, 0.5, 335.0
59, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 336.0
59, Combat, 4, UNIT_WARRIOR, 2, UNIT_WARRIOR, 1.0, 337.0
59, Death, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 338.0
59, Combat, 4, UNIT_WARRIOR, 2, District, 1.0, 339.0
59, Barb Combat, 6, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 339.5
59, Combat, 11, District, 4, UNIT_WARRIOR, 1.0, 340.5
59, Death, 11, DISTRICT_CITY_CENTER, 4, UNIT_WARRIOR, 1.0, 341.5
59, Barb Combat, 63, UNIT_WARRIOR, 3, District, 0.5, 342.0
59, Barb Combat, 63, UNIT_WARRIOR, 6, UNIT_WARRIOR, 0.5, 342.5
59, Barb Death, 6, UNIT_WARRIOR, 63, UNIT_WARRIOR, 0.5, 343.0
59, Barb Combat, 63, UNIT_GALLEY, 6, UNIT_GALLEY, 0.5, 343.5
59, Barb Combat, 63, UNIT_WARRIOR, 19, UNIT_WARRIOR, 0.5, 344.0
60, Combat, 2, UNIT_WARRIOR, 4, UNIT_WARRIOR, 1.0, 345.0
60, Barb Combat, 3, UNIT_SLINGER, 63, UNIT_GALLEY, 0.5, 345.5
60, Barb Combat, 3, UNIT_SLINGER, 63, UNIT_WARRIOR, 0.5, 346.0
60, Barb Combat, 6, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 346.5
60, Declare war, 8, , 21, , 4.0, 350.5
60, Declare war, 20, , 21, , 2.0, 352.5
60, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 353.0
60, Barb Combat, 9, UNIT_WARRIOR, 63, UNIT_SPEARMAN, 0.5, 353.5
60, Combat, 10, UNIT_ARCHER, 2, UNIT_WARRIOR, 1.0, 354.5
60, Death, 10, UNIT_ARCHER, 2, UNIT_WARRIOR, 1.0, 355.5
60, Barb Combat, 19, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 356.0
60, Barb Death, 19, UNIT_WARRIOR, 63, UNIT_SCOUT, 0.5, 356.5
60, Barb Combat, 63, UNIT_GALLEY, 6, UNIT_GALLEY, 0.5, 357.0
60, Barb Death, 6, UNIT_GALLEY, 63, UNIT_GALLEY, 0.5, 357.5
60, Barb Combat, 63, UNIT_GALLEY, 6, UNIT_GALLEY, 0.5, 358.0
