Game Turn, Attacking Civ, DefendingCiv, AttackerObjType, DefenderObjType, Attacker Type, Defender Type, AttackerID, DefenderID, AttackerStr, DefenderStr, AttackerStrMod, DefenderStrMod, AttackerDmg, DefenderDmg
3, 10, 63, 1:1, 131073:196610, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 3, 37, 30
39, 63, 20, 1:1, 3866668:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -10, 9, 0, 14
39, 63, 5, 1:1, 5439522:1245197, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -4, -3, 0, 23
39, 63, 4, 1:1, 2162718:1245196, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 4, 0, 27
40, 6, 63, 1:1, 327684:6029360, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 4, -2, 15, 55
40, 11, 63, 1:1, 262147:3932201, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 2, 2, 35, 29
40, 63, 9, 1:1, 5177380:917515, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -1, 0, 34
40, 63, 20, 1:1, 3866668:327684, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -10, -1, 0, 19
40, 63, 20, 1:1, 5636109:327684, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, -3, 0, 32
40, 63, 5, 1:1, 5439522:1245197, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -4, 0, 0, 17
40, 63, 4, 1:1, 2162718:1245196, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 3, 0, 30
41, 63, 9, 1:1, 5177380:917515, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 1, 0, 39
41, 63, 20, 1:1, 3866668:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -10, 9, 0, 14
41, 63, 5, 1:1, 5439522:1507345, UNIT_QUADRIREME, UNIT_SCOUT, 25, 15, -4, 4, 0, 27
41, 63, 7, 1:1, 6619189:327684, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 4, 34, 27
41, 63, 4, 1:1, 2162718:1245196, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 1, 0, 29
42, 7, 63, 1:1, 327684:6619189, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 8, 2, 27, 34
42, 63, 9, 1:1, 5177380:917515, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, -1, 0, 40
42, 63, 20, 1:1, 3866668:196610, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -10, 9, 0, 10
42, 63, 5, 1:1, 5439522:1507345, UNIT_QUADRIREME, UNIT_SCOUT, 25, 15, -4, 1, 0, 36
42, 63, 7, 1:1, 4653083:983050, UNIT_SPEARMAN, UNIT_SCOUT, 25, 10, 0, 4, 18, 41
42, 63, 7, 1:1, 6619189:327684, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -7, -1, 35, 21
42, 63, 19, 1:1, 6553652:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 3, 0, 18
42, 63, 4, 1:1, 2162718:1245196, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, 0, 0, 0, 39
43, 3, 63, 1:1, 720904:1441812, UNIT_AZTEC_EAGLE_WARRIOR, UNIT_SCOUT, 28, 10, 5, 0, 12, 59
43, 4, 63, 1:1, 1769489:2162718, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 6, 0, 14, 49
43, 5, 63, 1:1, 1310734:5439522, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 4, -1, 19, 50
43, 6, 63, 1:1, 1572882:3670028, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 4, -2, 22, 44
43, 6, 63, 1:1, 1507345:4784154, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 4, 0, 18, 59
43, 12, 63, 3:1, 65536:6291496, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 25, 0, 0, 0, 13
43, 63, 8, 1:1, 3866668:1769489, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -10, 7, 0, 13
43, 63, 5, 1:1, 5439522:1310734, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -9, 2, 0, 19
43, 63, 19, 1:1, 6553652:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 4, 0, 24
43, 63, 18, 1:1, 6881335:589824, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 2, 5, 26, 31
44, 4, 63, 1:1, 1769489:4980737, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 3, 2, 31, 26
44, 5, 63, 1:1, 1245197:3997728, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -3, 23, 30
44, 8, 63, 1:1, 1703952:1507336, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 4, 30, 26
44, 12, 63, 1:1, 131073:6291496, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, -1, 32, 32
44, 18, 63, 1:1, 589824:6946872, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -3, 0, 23, 42
44, 22, 63, 3:1, 65536:5177380, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, 0, 0, 15
44, 63, 9, 1:1, 5177380:917515, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -1, -4, 0, 35
44, 63, 8, 1:1, 3866668:1966100, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -10, 7, 0, 14
44, 63, 5, 1:1, 7012405:786432, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 2, 27, 29
44, 63, 7, 1:1, 6553652:917504, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 0, 0, 35
44, 63, 18, 1:1, 6881335:589824, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -3, 2, 24, 31
45, 1, 63, 1:1, 720902:6291496, UNIT_SLINGER, UNIT_SPEARMAN, 15, 25, 8, -4, 0, 37
45, 4, 63, 1:1, 1769489:4980737, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -3, 31, 30
45, 5, 63, 1:1, 262147:6946872, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 4, -1, 15, 47
45, 5, 63, 3:1, 65536:6946872, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 15, 10, 4, -11, 0, 63
45, 6, 63, 1:1, 1376271:4784154, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 8, -6, 12, 63
45, 9, 63, 1:1, 983052:3604501, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 9, 4, 26, 24
45, 22, 63, 3:1, 65536:5177380, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -1, 0, 14
45, 63, 9, 1:1, 5177380:1048584, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -3, 4, 0, 23
45, 63, 8, 1:1, 3866668:1966100, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -10, 9, 0, 11
45, 63, 5, 1:1, 7012405:1310734, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -3, 0, 36, 23
45, 63, 19, 1:1, 6553652:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 7, 0, 19
45, 63, 3, 1:1, 4587566:851974, UNIT_QUADRIREME, UNIT_SLINGER, 25, 5, -6, 4, 0, 41
46, 1, 63, 1:1, 327684:6291496, UNIT_GAUL_GAESATAE, UNIT_SPEARMAN, 20, 25, 30, -3, 9, 72
46, 2, 4, 1:1, 1114119:1114123, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 4, 7, 0, 37
46, 2, 4, 1:1, 196610:983049, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, 2, 23, 32
46, 2, 4, 1:1, 393221:786438, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 11, 4, 14, 61
46, 3, 63, 1:1, 851974:4587566, UNIT_SLINGER, UNIT_QUADRIREME, 15, 20, -16, -6, 0, 14
46, 4, 2, 1:1, 1114123:327684, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 0, 6, 46, 17
46, 4, 63, 1:1, 1769489:4980737, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -4, -6, 28, 36
46, 4, 2, 1:1, 983049:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 4, 30, 29
46, 4, 2, 1:1, 262147:393221, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 6, 3, 25, 36
46, 5, 63, 1:1, 1966102:6881335, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 9, -5, 20, 40
46, 7, 63, 1:1, 196610:4653083, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 8, 4, 32, 29
46, 8, 63, 1:1, 1310729:4915231, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, 3, 0, 15
46, 8, 63, 1:1, 1966100:3866668, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 3, -7, 13, 70
46, 9, 63, 1:1, 983052:3604501, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 6, 1, 31, 31
46, 22, 63, 3:1, 65536:5177380, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -3, 0, 18
46, 63, 1, 1:1, 6357009:327684, UNIT_SCOUT, UNIT_GAUL_GAESATAE, 10, 20, 0, 5, 54, 19
46, 63, 9, 1:1, 5177380:1048584, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, 2, 0, 29
46, 63, 8, 1:1, 5636109:1966100, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 4, 0, 22
46, 63, 8, 1:1, 1507336:1703952, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, -8, 7, 35, 22
46, 63, 5, 1:1, 7012405:786432, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -6, 1, 43, 26
46, 63, 19, 1:1, 6553652:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 6, 0, 19
46, 63, 11, 1:1, 2162718:131073, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, 0, 0, 29
47, 1, 63, 1:1, 327684:6357009, UNIT_GAUL_GAESATAE, UNIT_SCOUT, 20, 10, 3, -5, 13, 70
47, 2, 4, 1:1, 1114119:1114123, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 4, -1, 0, 45
47, 2, 4, 1:1, 393221:786438, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 6, 5, 14, 49
47, 4, 2, 1:1, 917512:393221, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 8, 1, 25, 41
47, 5, 63, 1:1, 131073:6881335, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 18, -9, 11, 56
47, 7, 63, 1:1, 196610:4653083, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 5, 1, 37, 28
47, 9, 63, 1:1, 1179662:3604501, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 11, -2, 25, 34
47, 22, 63, 3:1, 65536:5177380, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -5, 0, 17
47, 63, 8, 1:1, 5636109:1703952, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, -2, 0, 26
47, 63, 9, 1:1, 5177380:1048584, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -6, 0, 0, 29
47, 63, 19, 1:1, 6553652:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 5, 0, 23
48, 2, 4, 1:1, 1114119:327684, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 4, 4, 0, 21
48, 2, 4, 1:1, 196610:327684, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 4, 28, 26
48, 2, 4, 1:1, 1310726:262147, UNIT_SPEARMAN, UNIT_WARRIOR, 25, 20, 4, 8, 27, 29
48, 4, 2, 1:1, 917512:1310726, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 9, -1, 27, 32
48, 4, 2, 1:1, 262147:1310726, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 7, -4, 24, 37
48, 4, 2, 1:1, 327684:1114119, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, -1, 6, 23, 39
48, 4, 2, 1:1, 983049:196610, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 1, 26, 29
48, 7, 63, 1:1, 327684:4653083, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 12, -1, 23, 37
48, 8, 63, 1:1, 1310729:4915231, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -1, 0, 15
48, 8, 63, 1:1, 1966100:5636109, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 11, 0, 11, 77
48, 22, 63, 3:1, 65536:5177380, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -6, 0, 19
48, 63, 8, 1:1, 5636109:1966100, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, -8, 6, 0, 14
48, 63, 9, 1:1, 5177380:1048584, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -8, 3, 0, 27
48, 63, 6, 1:1, 2031644:851974, UNIT_SPEARMAN, UNIT_SCOUT, 25, 10, 2, 12, 21, 36
48, 63, 5, 1:1, 5439522:786432, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -9, 4, 0, 16
48, 63, 4, 1:1, 2162718:1245196, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, 4, 0, 28
49, 1, 63, 1:1, 1114123:786443, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 4, -5, 24, 49
49, 4, 2, 1:1, 1441805:1310726, UNIT_WARRIOR, UNIT_SPEARMAN, 20, 25, 13, -6, 14, 41
49, 5, 63, 1:1, 1441808:3997728, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 6, -6, 22, 42
49, 5, 63, 1:1, 786432:5439522, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 0, -7, 12, 57
49, 5, 63, 1:1, 1245197:3997728, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -10, 21, 47
49, 6, 63, 1:1, 1572882:2490401, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, 3, 33, 33
49, 8, 63, 1:1, 1966100:5636109, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 9, -8, 7, 84
49, 22, 63, 3:1, 65536:5177380, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -8, 0, 18
49, 63, 4, 1:1, 2162718:1245196, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, 3, 0, 29
50, 1, 63, 3:1, 65536:7209004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 15, 30, 4, 0, 0, 21
50, 2, 4, 1:1, 327684:983049, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, 6, 27, 24
50, 4, 2, 1:1, 983049:327684, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 6, 1, 24, 29
50, 4, 2, 1:1, 393221:262147, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 6, 4, 24, 38
50, 4, 2, 1:1, 1441805:262147, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 5, 0, 22, 31
50, 8, 63, 1:1, 2031637:2490401, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -3, 0, 13
50, 63, 3, 1:1, 6488115:196610, UNIT_SLINGER, UNIT_AZTEC_EAGLE_WARRIOR, 15, 28, 0, 7, 0, 14
50, 63, 6, 1:1, 6160433:851974, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 3, 25, 43
50, 63, 7, 1:1, 6553652:720903, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 7, 0, 29
51, 1, 63, 3:1, 65536:7209004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 15, 30, 4, 0, 0, 21
51, 2, 4, 1:1, 327684:983049, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 1, 25, 28
51, 3, 63, 1:1, 196610:6488115, UNIT_AZTEC_EAGLE_WARRIOR, UNIT_SLINGER, 28, 5, 4, 0, 11, 88
51, 4, 63, 1:1, 2097158:4980737, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 6, -9, 14, 52
51, 4, 2, 1:1, 917512:262147, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, -5, 24, 42
51, 4, 2, 1:1, 327684:1114119, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 10, 6, 12, 50
51, 8, 63, 1:1, 1310729:4915231, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -3, 0, 19
51, 8, 63, 1:1, 1245195:2490401, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -5, 0, 19
51, 11, 4, 1:1, 393221:1245196, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 7, 34, 25
51, 11, 4, 3:1, 65536:1245196, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, 0, 0, 14
51, 63, 3, 1:3, 5963780:393221, UNIT_WARRIOR, UNKNOWN, 20, 18, 0, 4, 26, 25
52, 1, 63, 1:1, 131073:7143477, UNIT_GAUL_GAESATAE, UNIT_SPEARMAN, 20, 25, 32, 9, 14, 57
52, 2, 4, 1:1, 327684:327684, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 2, 39, 27
52, 2, 4, 1:1, 131073:262147, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, 1, 21, 33
52, 4, 11, 1:1, 131073:393221, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 6, -1, 20, 39
52, 4, 11, 1:1, 1245196:393221, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, -5, 22, 34
52, 8, 63, 1:1, 2031637:2490401, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -6, 0, 19
52, 11, 4, 1:1, 327684:1245196, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, -1, 22, 43
52, 11, 4, 3:1, 65536:131073, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, 5, 0, 12
52, 63, 3, 1:3, 6488115:393221, UNIT_SLINGER, UNKNOWN, 15, 18, -26, 4, 0, 9
52, 63, 3, 1:3, 5963780:393221, UNIT_WARRIOR, UNKNOWN, 20, 18, -3, 3, 33, 21
52, 63, 3, 1:3, 4587566:131073, UNIT_QUADRIREME, UNKNOWN, 25, 18, -8, 6, 0, 21
53, 1, 63, 1:1, 196610:7143477, UNIT_GAUL_GAESATAE, UNIT_SPEARMAN, 20, 25, 27, 8, 18, 46
53, 2, 4, 1:1, 131073:262147, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 2, 3, 31, 30
53, 3, 63, 1:1, 851974:4587566, UNIT_SLINGER, UNIT_QUADRIREME, 15, 20, -14, -8, 0, 16
53, 3, 63, 1:1, 196610:6488115, UNIT_AZTEC_EAGLE_WARRIOR, UNIT_SLINGER, 28, 5, 5, -1, 11, 90
53, 4, 11, 1:1, 131073:327684, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 1, 4, 39, 23
53, 4, 11, 1:1, 589824:262147, UNIT_SCOUT, UNIT_WARRIOR, 10, 20, 6, 4, 38, 18
53, 8, 63, 1:1, 1310729:4915231, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -5, 0, 20
53, 8, 63, 1:1, 1245195:2490401, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -8, 0, 18
53, 11, 4, 1:1, 327684:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 2, 39, 21
53, 11, 4, 1:1, 524294:589824, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 0, 2, 22, 34
53, 11, 4, 3:1, 65536:131073, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 20, 0, -2, 0, 20
53, 63, 3, 1:3, 5963780:393221, UNIT_WARRIOR, UNKNOWN, 20, 18, -6, 3, 32, 23
53, 63, 6, 1:1, 6160433:1376271, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -2, 9, 44, 17
53, 63, 19, 1:1, 6553652:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 2, 0, 18
53, 63, 11, 1:1, 2162718:131073, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, 0, 0, 29
54, 1, 63, 1:1, 1114123:4915231, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -7, 25, 36
54, 2, 4, 1:1, 1507332:327684, UNIT_HEAVY_CHARIOT, UNIT_WARRIOR, 28, 20, 4, -3, 20, 45
54, 3, 63, 1:1, 1507343:5963780, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 5, -9, 0, 47
54, 4, 2, 1:3, 1441805:458758, UNIT_WARRIOR, UNKNOWN, 20, 18, 0, 4, 30, 33
54, 8, 63, 1:1, 2162700:7733280, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 4, 0, 22, 32
54, 11, 4, 1:1, 327684:1507342, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -8, 4, 45, 20
54, 11, 4, 3:1, 65536:589824, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 10, 0, -3, 0, 27
54, 63, 6, 1:1, 6160433:1376271, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -5, 10, 60, 15
54, 63, 8, 1:1, 7733280:2162700, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -1, 2, 30, 28
54, 63, 7, 1:1, 6553652:720903, UNIT_SLINGER, UNIT_SCOUT, 15, 10, 0, 4, 0, 34
54, 63, 11, 1:1, 2162718:131073, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, 0, 0, 35
55, 2, 4, 1:3, 1507332:458758, UNIT_HEAVY_CHARIOT, UNKNOWN, 28, 20, 2, 4, 21, 38
55, 3, 63, 1:1, 851974:4587566, UNIT_SLINGER, UNIT_QUADRIREME, 15, 20, -12, -9, 0, 21
55, 4, 2, 1:1, 1507342:1703936, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 2, 4, 28, 28
55, 8, 63, 1:1, 2162700:7733280, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -1, -6, 28, 35
55, 8, 63, 3:1, 196610:7209004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 30, 4, -2, 0, 34
55, 10, 2, 1:1, 655362:1507332, UNIT_ARCHER, UNIT_HEAVY_CHARIOT, 25, 28, 0, -2, 0, 32
55, 11, 4, 3:1, 65536:589824, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 10, 0, -6, 0, 24
55, 63, 6, 1:1, 8323123:1376271, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, 1, 30, 25
55, 63, 8, 1:1, 6422542:2162700, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 2, -4, 19, 35
55, 63, 19, 1:1, 6553652:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 7, 0, 19
55, 63, 2, 1:1, 2162718:1703936, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, -1, 0, 32
56, 2, 4, 1:1, 1769478:1507342, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, -1, 29, 33
56, 4, 2, 1:1, 1507342:1769478, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -4, 1, 40, 24
56, 4, 2, 1:3, 1441805:458758, UNIT_WARRIOR, UNKNOWN, 20, 18, 3, 4, 26, 34
56, 6, 63, 1:1, 1441808:7536680, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 6, 0, 18, 64
56, 6, 63, 1:1, 393221:7471121, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, 4, 0, 16, 52
56, 8, 63, 3:1, 196610:7209004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 30, 4, 0, 0, 31
56, 8, 63, 1:1, 2228231:6422542, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 4, 0, 29, 38
56, 63, 5, 1:1, 8192058:1114123, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, 0, 3, 0, 22
56, 63, 19, 1:1, 4522013:131073, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, -8, 6, 43, 18
56, 63, 19, 1:1, 6553652:131073, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 0, 4, 0, 17
56, 63, 2, 1:1, 2162718:1769478, UNIT_QUADRIREME, UNIT_WARRIOR, 25, 20, -5, -3, 0, 39
57, 1, 63, 1:1, 1114123:6422542, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 4, -6, 18, 36
57, 3, 63, 1:1, 1507343:2818083, UNIT_SLINGER, UNIT_GALLEY, 15, 30, -12, 0, 0, 9
57, 4, 2, 1:1, 1638416:1703936, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, -4, 23, 42
57, 4, 2, 1:1, 196610:1114119, UNIT_WARRIOR, UNIT_SLINGER, 20, 5, 4, -1, 13, 64
57, 4, 2, 1:3, 1441805:458758, UNIT_WARRIOR, UNKNOWN, 20, 18, 0, 3, 33, 34
57, 5, 63, 1:1, 1114123:8192058, UNIT_GALLEY, UNIT_QUADRIREME, 30, 20, 1, 0, 23, 48
57, 8, 63, 1:1, 2228231:6422542, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 1, -9, 21, 47
57, 10, 2, 1:1, 655362:1114119, UNIT_ARCHER, UNIT_SLINGER, 25, 5, 0, -8, 0, 83
57, 19, 63, 3:1, 65536:5373952, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 10, 0, 0, 0, 24
57, 21, 63, 3:1, 65536:7209004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 3, 30, 0, -4, 0, 10
57, 63, 6, 1:1, 8323123:851974, UNIT_WARRIOR, UNIT_SCOUT, 20, 10, -3, 2, 24, 30
57, 63, 5, 1:1, 8192058:1114123, UNIT_QUADRIREME, UNIT_GALLEY, 25, 30, -5, -1, 0, 19
57, 63, 1, 1:1, 8257589:1114123, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, 2, 31, 25
57, 63, 8, 1:1, 7733280:2228231, UNIT_GALLEY, UNIT_GALLEY, 30, 30, -10, -1, 48, 18
58, 1, 63, 3:1, 65536:7798797, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 15, 30, 4, 0, 0, 19
58, 1, 63, 1:1, 1114123:8257589, UNIT_GALLEY, UNIT_GALLEY, 30, 30, 0, -3, 30, 33
58, 2, 4, 1:1, 1638411:393221, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, 0, 21, 41
58, 3, 63, 1:1, 1507343:5570599, UNIT_SLINGER, UNIT_WARRIOR, 15, 20, 5, 0, 0, 33
58, 4, 2, 1:1, 1638416:1638411, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 4, 2, 29, 28
58, 4, 2, 1:1, 393221:1638411, UNIT_WARRIOR, UNIT_WARRIOR, 20, 20, 0, -1, 34, 27
58, 8, 63, 1:1, 1245195:7209004, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -5, 0, 18
58, 8, 63, 1:1, 2031637:7209004, UNIT_ARCHER, UNIT_GALLEY, 25, 30, -13, -6, 0, 17
58, 8, 63, 3:1, 196610:7209004, DISTRICT_CITY_CENTER, DISTRICT_CITY_CENTER, 25, 30, 4, -8, 0, 32
